sample,simulationStep,simulationStepsTime,timeSteps,particles,solver,fViscosity,stiffness,iterations,timeStep,densityError,cfl,boundary,bViscosity,gamma1,gamma2,gamma3
191,21214,12.0949,566,932,IISPH,30,10000,23,0.03,0.002964104,9.120208E-05,Zero,30,1,1,1
192,21247,12.6409,567,932,IISPH,30,10000,23,0.03,0.0029647562,8.926951E-05,Zero,30,1,1,1
193,21280,12.6031,568,932,IISPH,30,10000,22,0.03,0.0029645625,8.825972E-05,Zero,30,1,1,1
194,21314,11.8401,569,932,IISPH,30,10000,23,0.03,0.0029651243,8.418357E-05,Zero,30,1,1,1
195,21347,12.02,570,932,IISPH,30,10000,22,0.03,0.0029636165,8.4196414E-05,Zero,30,1,1,1
196,21380,12.0911,571,932,IISPH,30,10000,23,0.03,0.0029631727,8.059257E-05,Zero,30,1,1,1
197,21414,11.0957,572,932,IISPH,30,10000,22,0.03,0.002963675,7.89951E-05,Zero,30,1,1,1
198,21447,11.8458,573,932,IISPH,30,10000,23,0.03,0.0029643406,7.586279E-05,Zero,30,1,1,1
199,21480,10.8911,574,932,IISPH,30,10000,21,0.03,0.002963454,7.366875E-05,Zero,30,1,1,1
200,21514,11.9534,575,932,IISPH,30,10000,22,0.03,0.0029629802,7.0842645E-05,Zero,30,1,1,1
201,21547,10.4491,576,932,IISPH,30,10000,21,0.03,0.002964105,6.9213995E-05,Zero,30,1,1,1
202,21580,11.3292,577,932,IISPH,30,10000,22,0.03,0.002964149,6.545744E-05,Zero,30,1,1,1
203,21613,11.4599,578,932,IISPH,30,10000,22,0.03,0.0029640459,6.375897E-05,Zero,30,1,1,1
204,21647,12.1319,579,932,IISPH,30,10000,23,0.03,0.002964843,5.9969792E-05,Zero,30,1,1,1
205,21680,11.0711,580,932,IISPH,30,10000,21,0.03,0.0029639855,5.8854992E-05,Zero,30,1,1,1
206,21713,11.7752,581,932,IISPH,30,10000,22,0.03,0.0029638521,5.9298905E-05,Zero,30,1,1,1
207,21747,11.8826,582,932,IISPH,30,10000,22,0.03,0.002963053,5.9631722E-05,Zero,30,1,1,1
208,21780,11.8011,583,932,IISPH,30,10000,23,0.03,0.0029646794,6.1519575E-05,Zero,30,1,1,1
209,21813,11.6164,584,932,IISPH,30,10000,22,0.03,0.0029642081,6.227019E-05,Zero,30,1,1,1
210,21847,11.7559,585,932,IISPH,30,10000,22,0.03,0.002963515,6.6266046E-05,Zero,30,1,1,1
211,21880,11.7236,586,932,IISPH,30,10000,22,0.03,0.0029643853,6.962637E-05,Zero,30,1,1,1
212,21913,11.5113,587,932,IISPH,30,10000,21,0.03,0.002962714,7.093521E-05,Zero,30,1,1,1
213,21946,12.3215,588,932,IISPH,30,10000,22,0.03,0.0029633646,7.451787E-05,Zero,30,1,1,1
214,21980,11.7147,589,932,IISPH,30,10000,22,0.03,0.0029633369,7.581331E-05,Zero,30,1,1,1
215,22013,12.0506,590,932,IISPH,30,10000,21,0.03,0.0029625234,7.445569E-05,Zero,30,1,1,1
216,22046,11.7232,591,932,IISPH,30,10000,22,0.03,0.002963039,7.441525E-05,Zero,30,1,1,1
217,22080,11.4665,592,932,IISPH,30,10000,22,0.03,0.0029624177,7.134856E-05,Zero,30,1,1,1
218,22113,11.6001,593,932,IISPH,30,10000,22,0.03,0.0029631872,6.789646E-05,Zero,30,1,1,1
219,22146,11.0522,594,932,IISPH,30,10000,21,0.03,0.002963159,6.559317E-05,Zero,30,1,1,1
