sample,simulationStep,simulationStepsTime,neighborSearchTime,timeSteps,particles,solver,fViscosity,stiffness,iterations,timeStep,densityError,cfl,boundary,bViscosity,gamma1,gamma2,gamma3
2458,77544,10.4497,1.4957,2713,6508,IISPH,5,2000,23,0.035,0.0034558498,7.462364E-05,Extrapolation,5,1,1.6600002,1
2459,77573,8.2846,1.482,2714,6508,IISPH,5,2000,18,0.035,0.003451425,6.9330774E-05,Extrapolation,5,1,1.6600002,1
2460,77601,9.0833,1.4559,2715,6508,IISPH,5,2000,20,0.035,0.0034542019,6.844339E-05,Extrapolation,5,1,1.6600002,1
2461,77630,8.5287,1.9514,2716,6508,IISPH,5,2000,20,0.035,0.003451944,6.99792E-05,Extrapolation,5,1,1.6600002,1
2462,77659,9.072,1.5693,2717,6508,IISPH,5,2000,21,0.035,0.0034525762,7.0383685E-05,Extrapolation,5,1,1.6600002,1
2463,77687,8.9713,1.6578,2718,6508,IISPH,5,2000,21,0.035,0.0034567758,7.197355E-05,Extrapolation,5,1,1.6600002,1
2464,77716,8.0003,1.6879,2719,6508,IISPH,5,2000,20,0.035,0.0034536824,7.276842E-05,Extrapolation,5,1,1.6600002,1
2465,77744,9.4071,2.3118,2720,6508,IISPH,5,2000,24,0.035,0.0034553534,7.3273215E-05,Extrapolation,5,1,1.6600002,1
2466,77773,9.5411,2.2844,2721,6508,IISPH,5,2000,21,0.035,0.0034593947,7.569487E-05,Extrapolation,5,1,1.6600002,1
2467,77802,9.1122,2.2932,2722,6508,IISPH,5,2000,19,0.035,0.003451741,7.841549E-05,Extrapolation,5,1,1.6600002,1
2468,77830,7.8725,1.5799,2723,6508,IISPH,5,2000,19,0.035,0.003454134,8.1238795E-05,Extrapolation,5,1,1.6600002,1
2469,77859,7.456,1.4727,2724,6508,IISPH,5,2000,20,0.035,0.0034584915,8.260839E-05,Extrapolation,5,1,1.6600002,1
2470,77888,8.5321,1.4719,2725,6508,IISPH,5,2000,21,0.035,0.003456347,8.498567E-05,Extrapolation,5,1,1.6600002,1
2471,77916,7.486,1.7047,2726,6508,IISPH,5,2000,17,0.035,0.0034547437,8.809018E-05,Extrapolation,5,1,1.6600002,1
2472,77945,8.1629,1.8713,2727,6508,IISPH,5,2000,20,0.035,0.0034592594,8.9911155E-05,Extrapolation,5,1,1.6600002,1
2473,77974,8.9044,1.8048,2728,6508,IISPH,5,2000,21,0.035,0.0034574305,9.3461356E-05,Extrapolation,5,1,1.6600002,1
2474,78002,8.1852,1.4956,2729,6508,IISPH,5,2000,22,0.035,0.0034574755,9.625546E-05,Extrapolation,5,1,1.6600002,1
2475,78031,7.5646,1.4962,2730,6508,IISPH,5,2000,21,0.035,0.0034579046,9.991473E-05,Extrapolation,5,1,1.6600002,1
2476,78060,7.9393,1.8173,2731,6508,IISPH,5,2000,20,0.035,0.0034564596,0.000105207946,Extrapolation,5,1,1.6600002,1
2477,78088,9.3518,1.7583,2732,6508,IISPH,5,2000,23,0.035,0.0034611784,0.000108978646,Extrapolation,5,1,1.6600002,1
2478,78117,8.9684,2.2051,2733,6508,IISPH,5,2000,19,0.035,0.0034591916,0.00011385389,Extrapolation,5,1,1.6600002,1
2479,78145,7.6898,1.4736,2734,6508,IISPH,5,2000,18,0.035,0.0034550147,0.00011898513,Extrapolation,5,1,1.6600002,1
2480,78174,9.1923,1.4667,2735,6508,IISPH,5,2000,23,0.035,0.0034621719,0.0001226103,Extrapolation,5,1,1.6600002,1
2481,78203,7.2159,1.5109,2736,6508,IISPH,5,2000,20,0.035,0.0034590787,0.00012827961,Extrapolation,5,1,1.6600002,1
2482,78231,7.6156,1.4951,2737,6508,IISPH,5,2000,21,0.035,0.003458311,0.00013384332,Extrapolation,5,1,1.6600002,1
2483,78260,8.6454,1.5343,2738,6508,IISPH,5,2000,22,0.035,0.0034642038,0.00014046226,Extrapolation,5,1,1.6600002,1
2484,78289,7.8207,1.8362,2739,6508,IISPH,5,2000,20,0.035,0.0034604557,0.00014807255,Extrapolation,5,1,1.6600002,1
2485,78317,8.1272,2.2508,2740,6508,IISPH,5,2000,20,0.035,0.0034584012,0.00015654408,Extrapolation,5,1,1.6600002,1
2486,78346,9.5138,2.3243,2741,6508,IISPH,5,2000,23,0.035,0.003462533,0.00016466355,Extrapolation,5,1,1.6600002,1
2487,78375,7.4243,1.5152,2742,6508,IISPH,5,2000,19,0.035,0.0034593947,0.00017500871,Extrapolation,5,1,1.6600002,1
2488,78403,10.291,1.817,2743,6508,IISPH,5,2000,25,0.035,0.0034649489,0.0001824708,Extrapolation,5,1,1.6600002,1
2489,78432,10.1235,1.5058,2744,6508,IISPH,5,2000,22,0.035,0.0034631426,0.00019204523,Extrapolation,5,1,1.6600002,1
2490,78461,8.6553,1.4589,2745,6508,IISPH,5,2000,19,0.035,0.003459372,0.0002020436,Extrapolation,5,1,1.6600002,1
2491,78489,9.0071,1.4573,2746,6508,IISPH,5,2000,19,0.035,0.0034595751,0.00021066034,Extrapolation,5,1,1.6600002,1
2492,78518,7.8566,1.4661,2747,6508,IISPH,5,2000,19,0.035,0.0034589884,0.00021978832,Extrapolation,5,1,1.6600002,1
2493,78546,8.3493,1.4838,2748,6508,IISPH,5,2000,19,0.035,0.0034587851,0.00022977234,Extrapolation,5,1,1.6600002,1
2494,78575,8.9913,1.4612,2749,6508,IISPH,5,2000,22,0.035,0.0034618557,0.00023958278,Extrapolation,5,1,1.6600002,1
2495,78604,8.7689,1.4262,2750,6508,IISPH,5,2000,20,0.035,0.0034627814,0.0002515208,Extrapolation,5,1,1.6600002,1
2496,78632,8.9475,2.183,2751,6508,IISPH,5,2000,21,0.035,0.003463752,0.00026169876,Extrapolation,5,1,1.6600002,1
2497,78661,9.2695,2.1841,2752,6508,IISPH,5,2000,21,0.035,0.003462059,0.0002735799,Extrapolation,5,1,1.6600002,1
2498,78690,10.1533,2.1342,2753,6508,IISPH,5,2000,24,0.035,0.0034692385,0.00028319404,Extrapolation,5,1,1.6600002,1
2499,78718,8.87,1.463,2754,6508,IISPH,5,2000,23,0.035,0.0034677258,0.0002933158,Extrapolation,5,1,1.6600002,1
2500,78747,7.1183,1.6572,2755,6508,IISPH,5,2000,17,0.035,0.0034656713,0.0003058343,Extrapolation,5,1,1.6600002,1
2501,78776,10.8121,1.6332,2756,6508,IISPH,5,2000,29,0.035,0.00347407,0.00031232552,Extrapolation,5,1,1.6600002,1
2502,78804,8.8833,1.4578,2757,6508,IISPH,5,2000,21,0.035,0.003469487,0.00032247804,Extrapolation,5,1,1.6600002,1
2503,78833,8.866,1.5486,2758,6508,IISPH,5,2000,26,0.035,0.003472422,0.00032842826,Extrapolation,5,1,1.6600002,1
2504,78862,8.297,1.8328,2759,6508,IISPH,5,2000,22,0.035,0.0034724444,0.00033491116,Extrapolation,5,1,1.6600002,1
2505,78890,10.1708,2.1323,2760,6508,IISPH,5,2000,28,0.035,0.0034753797,0.00033499906,Extrapolation,5,1,1.6600002,1
2506,78919,10.8752,2.1405,2761,6508,IISPH,5,2000,31,0.035,0.0034787436,0.0003356686,Extrapolation,5,1,1.6600002,1
2507,78947,10.1999,1.527,2762,6508,IISPH,5,2000,29,0.035,0.0034774342,0.0003366354,Extrapolation,5,1,1.6600002,1
2508,78976,8.6947,1.5143,2763,6508,IISPH,5,2000,22,0.035,0.0034745669,0.00033705417,Extrapolation,5,1,1.6600002,1
2509,79005,7.5413,2.0625,2764,6508,IISPH,5,2000,12,0.035,0.003467342,0.0003404646,Extrapolation,5,1,1.6600002,1
2510,79033,6.1902,1.4718,2765,6508,IISPH,5,2000,11,0.035,0.0034655132,0.0003354072,Extrapolation,5,1,1.6600002,1
2511,79062,11.4944,1.4833,2766,6508,IISPH,5,2000,30,0.035,0.0034774342,0.00031814596,Extrapolation,5,1,1.6600002,1
2512,79091,7.5461,1.6188,2767,6508,IISPH,5,2000,17,0.035,0.0034683354,0.00032295333,Extrapolation,5,1,1.6600002,1
2513,79119,7.4132,2.3817,2768,6508,IISPH,5,2000,15,0.035,0.0034690804,0.00031837306,Extrapolation,5,1,1.6600002,1
2514,79148,6.6471,1.6247,2769,6508,IISPH,5,2000,11,0.035,0.003462533,0.00031775841,Extrapolation,5,1,1.6600002,1
2515,79177,11.1953,2.4577,2770,6508,IISPH,5,2000,28,0.035,0.0034726476,0.00029907716,Extrapolation,5,1,1.6600002,1
2516,79205,7.72,1.4609,2771,6508,IISPH,5,2000,18,0.035,0.0034647905,0.00030607433,Extrapolation,5,1,1.6600002,1
2517,79234,9.3675,1.4971,2772,6508,IISPH,5,2000,25,0.035,0.0034656033,0.00029674012,Extrapolation,5,1,1.6600002,1
2518,79263,9.778,1.6143,2773,6508,IISPH,5,2000,25,0.035,0.0034659873,0.00029958333,Extrapolation,5,1,1.6600002,1
2519,79291,10.1066,1.449,2774,6508,IISPH,5,2000,28,0.035,0.0034673195,0.0003022947,Extrapolation,5,1,1.6600002,1
2520,79320,9.8427,1.6482,2775,6508,IISPH,5,2000,26,0.035,0.0034672967,0.00030997786,Extrapolation,5,1,1.6600002,1
2521,79349,7.5447,1.4684,2776,6508,IISPH,5,2000,21,0.035,0.0034625104,0.0003205216,Extrapolation,5,1,1.6600002,1
2522,79377,7.1351,2.2454,2777,6508,IISPH,5,2000,16,0.035,0.0034571143,0.00033571868,Extrapolation,5,1,1.6600002,1
2523,79406,10.2769,1.4559,2778,6508,IISPH,5,2000,24,0.035,0.0034619235,0.0003346512,Extrapolation,5,1,1.6600002,1
2524,79434,6.1823,1.4907,2779,6508,IISPH,5,2000,14,0.035,0.003456866,0.00035248807,Extrapolation,5,1,1.6600002,1
2525,79463,10.2782,1.6701,2780,6508,IISPH,5,2000,31,0.035,0.0034712253,0.00034490586,Extrapolation,5,1,1.6600002,1
2526,79492,5.6531,1.466,2781,6508,IISPH,5,2000,13,0.035,0.0034522377,0.00037827506,Extrapolation,5,1,1.6600002,1
2527,79520,11.4388,2.7583,2782,6508,IISPH,5,2000,30,0.035,0.0034701417,0.0003647064,Extrapolation,5,1,1.6600002,1
2528,79549,9.0977,2.1714,2783,6508,IISPH,5,2000,23,0.035,0.0034622396,0.00038337713,Extrapolation,5,1,1.6600002,1
2529,79578,10.6149,2.5609,2784,6508,IISPH,5,2000,27,0.035,0.0034658066,0.00038519668,Extrapolation,5,1,1.6600002,1
2530,79606,8.2938,1.6296,2785,6508,IISPH,5,2000,19,0.035,0.00345734,0.00040354862,Extrapolation,5,1,1.6600002,1
2531,79635,6.6246,1.5659,2786,6508,IISPH,5,2000,15,0.035,0.003456821,0.0004141798,Extrapolation,5,1,1.6600002,1
2532,79664,9.7334,1.4701,2787,6508,IISPH,5,2000,24,0.035,0.0034616073,0.00041924478,Extrapolation,5,1,1.6600002,1
2533,79692,9.5237,1.4949,2788,6508,IISPH,5,2000,26,0.035,0.003465152,0.00042416854,Extrapolation,5,1,1.6600002,1
2534,79721,8.7696,1.5308,2789,6508,IISPH,5,2000,25,0.035,0.0034615847,0.00043074263,Extrapolation,5,1,1.6600002,1
2535,79750,9.9409,1.4556,2790,6508,IISPH,5,2000,28,0.035,0.0034639102,0.00043194724,Extrapolation,5,1,1.6600002,1
2536,79778,8.8149,1.7036,2791,6508,IISPH,5,2000,16,0.035,0.0034504991,0.00044290526,Extrapolation,5,1,1.6600002,1
2537,79807,10.0164,1.4732,2792,6508,IISPH,5,2000,25,0.035,0.003462375,0.00043817316,Extrapolation,5,1,1.6600002,1
2538,79835,8.5255,1.6381,2793,6508,IISPH,5,2000,22,0.035,0.0034561886,0.00043834094,Extrapolation,5,1,1.6600002,1
2539,79864,9.2315,1.4592,2794,6508,IISPH,5,2000,24,0.035,0.0034588077,0.00043513,Extrapolation,5,1,1.6600002,1
2540,79893,7.0116,1.5749,2795,6508,IISPH,5,2000,19,0.035,0.0034536375,0.00043457432,Extrapolation,5,1,1.6600002,1
2541,79921,8.6812,2.1789,2796,6508,IISPH,5,2000,22,0.035,0.0034547213,0.0004276238,Extrapolation,5,1,1.6600002,1
2542,79950,9.3423,1.4651,2797,6508,IISPH,5,2000,20,0.035,0.0034523506,0.0004257543,Extrapolation,5,1,1.6600002,1
2543,79979,9.8469,1.459,2798,6508,IISPH,5,2000,24,0.035,0.0034580627,0.00041873672,Extrapolation,5,1,1.6600002,1
2544,80007,8.548,1.4807,2799,6508,IISPH,5,2000,21,0.035,0.0034509506,0.00044908994,Extrapolation,5,1,1.6600002,1
2545,80036,8.56,1.4999,2800,6508,IISPH,5,2000,24,0.035,0.003453818,0.00048094636,Extrapolation,5,1,1.6600002,1
2546,80065,6.6326,1.4873,2801,6508,IISPH,5,2000,18,0.035,0.003446164,0.0005128365,Extrapolation,5,1,1.6600002,1
2547,80093,6.7809,1.577,2802,6508,IISPH,5,2000,17,0.035,0.0034410618,0.0005478247,Extrapolation,5,1,1.6600002,1
2548,80122,7.8479,2.4732,2803,6508,IISPH,5,2000,15,0.035,0.0034404297,0.0005875104,Extrapolation,5,1,1.6600002,1
2549,80151,9.5936,2.1824,2804,6508,IISPH,5,2000,22,0.035,0.0034446968,0.0006320484,Extrapolation,5,1,1.6600002,1
2550,80179,9.9245,1.4385,2805,6508,IISPH,5,2000,26,0.035,0.0034479704,0.00067851273,Extrapolation,5,1,1.6600002,1
2551,80208,10.8756,1.4505,2806,6508,IISPH,5,2000,29,0.035,0.003450251,0.00071181834,Extrapolation,5,1,1.6600002,1
2552,80236,8.0218,1.4778,2807,6508,IISPH,5,2000,17,0.035,0.0034423713,0.0007430699,Extrapolation,5,1,1.6600002,1
2553,80265,8.058,1.4855,2808,6508,IISPH,5,2000,21,0.035,0.0034446968,0.0007755419,Extrapolation,5,1,1.6600002,1
2554,80294,6.8477,1.4797,2809,6508,IISPH,5,2000,18,0.035,0.0034413552,0.00079101016,Extrapolation,5,1,1.6600002,1
2555,80322,9.8189,1.4797,2810,6508,IISPH,5,2000,23,0.035,0.003446548,0.0007872354,Extrapolation,5,1,1.6600002,1
2556,80351,8.1145,1.6103,2811,6508,IISPH,5,2000,22,0.035,0.0034466384,0.00071648485,Extrapolation,5,1,1.6600002,1
2557,80380,8.1172,2.2502,2812,6508,IISPH,5,2000,20,0.035,0.0034437936,0.0006883857,Extrapolation,5,1,1.6600002,1
2558,80408,8.593,2.0461,2813,6508,IISPH,5,2000,21,0.035,0.003445961,0.0006376055,Extrapolation,5,1,1.6600002,1
2559,80437,9.6791,1.4352,2814,6508,IISPH,5,2000,23,0.035,0.003448738,0.00059204036,Extrapolation,5,1,1.6600002,1
2560,80466,8.1769,1.5401,2815,6508,IISPH,5,2000,20,0.035,0.0034506344,0.00054580095,Extrapolation,5,1,1.6600002,1
2561,80494,9.0127,1.4443,2816,6508,IISPH,5,2000,21,0.035,0.0034554664,0.0005047952,Extrapolation,5,1,1.6600002,1
2562,80523,8.029,1.7,2817,6508,IISPH,5,2000,17,0.035,0.0034536375,0.00045908938,Extrapolation,5,1,1.6600002,1
2563,80552,8.0745,1.6146,2818,6508,IISPH,5,2000,20,0.035,0.0034553534,0.0004151184,Extrapolation,5,1,1.6600002,1
2564,80580,9.3734,2.2193,2819,6508,IISPH,5,2000,22,0.035,0.0034596429,0.00037222492,Extrapolation,5,1,1.6600002,1
2565,80609,9.9963,2.1362,2820,6508,IISPH,5,2000,22,0.035,0.0034581982,0.00031966835,Extrapolation,5,1,1.6600002,1
2566,80637,9.4794,1.6287,2821,6508,IISPH,5,2000,22,0.035,0.0034610203,0.00027096792,Extrapolation,5,1,1.6600002,1
2567,80666,8.56,1.5031,2822,6508,IISPH,5,2000,21,0.035,0.0034590561,0.0002550198,Extrapolation,5,1,1.6600002,1
2568,80695,8.6294,1.4574,2823,6508,IISPH,5,2000,24,0.035,0.003463391,0.00024872628,Extrapolation,5,1,1.6600002,1
2569,80723,9.1108,1.4833,2824,6508,IISPH,5,2000,23,0.035,0.003461788,0.00025400653,Extrapolation,5,1,1.6600002,1
2570,80752,8.4354,1.5099,2825,6508,IISPH,5,2000,20,0.035,0.0034604333,0.0002573426,Extrapolation,5,1,1.6600002,1
2571,80781,8.8529,1.4821,2826,6508,IISPH,5,2000,19,0.035,0.0034600494,0.00024788917,Extrapolation,5,1,1.6600002,1
2572,80809,10.2172,2.2967,2827,6508,IISPH,5,2000,24,0.035,0.0034646327,0.00023353881,Extrapolation,5,1,1.6600002,1
2573,80838,8.7317,2.2262,2828,6508,IISPH,5,2000,21,0.035,0.0034623074,0.00022747199,Extrapolation,5,1,1.6600002,1
2574,80867,10.2627,2.3659,2829,6508,IISPH,5,2000,22,0.035,0.0034619686,0.0002131571,Extrapolation,5,1,1.6600002,1
2575,80895,6.8267,1.458,2830,6508,IISPH,5,2000,17,0.035,0.0034588077,0.00021007395,Extrapolation,5,1,1.6600002,1
2576,80924,8.9629,1.4388,2831,6508,IISPH,5,2000,21,0.035,0.0034634813,0.00022257259,Extrapolation,5,1,1.6600002,1
2577,80953,8.9798,1.451,2832,6508,IISPH,5,2000,21,0.035,0.00346461,0.00023474984,Extrapolation,5,1,1.6600002,1
2578,80981,9.1312,1.6777,2833,6508,IISPH,5,2000,20,0.035,0.0034640231,0.00024420745,Extrapolation,5,1,1.6600002,1
2579,81010,8.2445,1.4686,2834,6508,IISPH,5,2000,23,0.035,0.0034655356,0.00025993478,Extrapolation,5,1,1.6600002,1
2580,81038,10.1686,1.8131,2835,6508,IISPH,5,2000,22,0.035,0.0034643617,0.00027157206,Extrapolation,5,1,1.6600002,1
2581,81067,8.058,1.4584,2836,6508,IISPH,5,2000,20,0.035,0.0034628492,0.00028230948,Extrapolation,5,1,1.6600002,1
2582,81096,8.2409,1.6079,2837,6508,IISPH,5,2000,20,0.035,0.0034612685,0.0002967946,Extrapolation,5,1,1.6600002,1
2583,81124,9.1391,1.4919,2838,6508,IISPH,5,2000,21,0.035,0.003461359,0.0003110626,Extrapolation,5,1,1.6600002,1
2584,81153,9.6756,1.5998,2839,6508,IISPH,5,2000,22,0.035,0.0034624427,0.00032401638,Extrapolation,5,1,1.6600002,1
2585,81182,9.0082,1.6122,2840,6508,IISPH,5,2000,23,0.035,0.0034620364,0.00033634485,Extrapolation,5,1,1.6600002,1
2586,81210,8.661,1.586,2841,6508,IISPH,5,2000,19,0.035,0.0034567758,0.00034069835,Extrapolation,5,1,1.6600002,1
2587,81239,7.8339,1.5145,2842,6508,IISPH,5,2000,21,0.035,0.0034574755,0.00034766403,Extrapolation,5,1,1.6600002,1
2588,81268,8.8513,1.4511,2843,6508,IISPH,5,2000,20,0.035,0.003454518,0.00034761915,Extrapolation,5,1,1.6600002,1
2589,81296,9.311,1.4522,2844,6508,IISPH,5,2000,23,0.035,0.0034552857,0.00034682165,Extrapolation,5,1,1.6600002,1
2590,81325,9.3522,1.456,2845,6508,IISPH,5,2000,23,0.035,0.003457295,0.0003435389,Extrapolation,5,1,1.6600002,1
2591,81354,9.1473,1.7114,2846,6508,IISPH,5,2000,20,0.035,0.0034548114,0.00033409614,Extrapolation,5,1,1.6600002,1
2592,81382,8.6883,2.1589,2847,6508,IISPH,5,2000,21,0.035,0.0034545858,0.0003247458,Extrapolation,5,1,1.6600002,1
2593,81411,10.1921,2.1952,2848,6508,IISPH,5,2000,23,0.035,0.0034587174,0.00031315416,Extrapolation,5,1,1.6600002,1
2594,81439,8.7853,1.5788,2849,6508,IISPH,5,2000,24,0.035,0.0034564596,0.00030027208,Extrapolation,5,1,1.6600002,1
2595,81468,9.3212,1.4848,2850,6508,IISPH,5,2000,23,0.035,0.003458085,0.00028362306,Extrapolation,5,1,1.6600002,1
2596,81497,9.6305,1.4546,2851,6508,IISPH,5,2000,23,0.035,0.0034588978,0.000266491,Extrapolation,5,1,1.6600002,1
2597,81525,8.3103,1.5795,2852,6508,IISPH,5,2000,21,0.035,0.003455963,0.00025064967,Extrapolation,5,1,1.6600002,1
2598,81554,8.6475,1.5003,2853,6508,IISPH,5,2000,21,0.035,0.003457837,0.00025033223,Extrapolation,5,1,1.6600002,1
2599,81583,5.9564,2.2632,2854,6508,IISPH,5,2000,9,0.035,0.0035108714,0.0011274554,Extrapolation,5,1,1.6400002,1
2600,81611,6.4095,1.478,2855,6508,IISPH,5,2000,16,0.035,0.003371907,0.00031766214,Extrapolation,5,1,1.6400002,1
2601,81640,10.1821,1.6772,2856,6508,IISPH,5,2000,23,0.035,0.0035319135,0.0003067044,Extrapolation,5,1,1.6400002,1
2602,81669,8.4361,1.4772,2857,6508,IISPH,5,2000,20,0.035,0.0033939425,0.00031318533,Extrapolation,5,1,1.6400002,1
2603,81697,9.2882,1.5109,2858,6508,IISPH,5,2000,21,0.035,0.0034558498,0.0003271609,Extrapolation,5,1,1.6400002,1
2604,81726,9.2106,1.5659,2859,6508,IISPH,5,2000,20,0.035,0.003475786,0.0003462756,Extrapolation,5,1,1.6400002,1
2605,81755,9.5889,2.0301,2860,6508,IISPH,5,2000,22,0.035,0.0034137883,0.00036402288,Extrapolation,5,1,1.6400002,1
2606,81783,8.602,1.7446,2861,6508,IISPH,5,2000,19,0.035,0.0034723994,0.0003871831,Extrapolation,5,1,1.6400002,1
2607,81812,9.4797,1.682,2862,6508,IISPH,5,2000,24,0.035,0.0034505443,0.00040714606,Extrapolation,5,1,1.6400002,1
2608,81840,9.7001,1.4936,2863,6508,IISPH,5,2000,23,0.035,0.0034388718,0.00042585403,Extrapolation,5,1,1.6400002,1
2609,81869,9.0208,1.6002,2864,6508,IISPH,5,2000,21,0.035,0.0034822656,0.00045089266,Extrapolation,5,1,1.6400002,1
2610,81898,9.2043,1.4507,2865,6508,IISPH,5,2000,22,0.035,0.0034540214,0.00046850368,Extrapolation,5,1,1.6400002,1
2611,81926,9.6763,1.851,2866,6508,IISPH,5,2000,23,0.035,0.0034541793,0.000488337,Extrapolation,5,1,1.6400002,1
2612,81955,8.6877,1.4805,2867,6508,IISPH,5,2000,22,0.035,0.0034842975,0.0005147427,Extrapolation,5,1,1.6400002,1
2613,81984,7.9629,1.5157,2868,6508,IISPH,5,2000,22,0.035,0.0034523506,0.0005304441,Extrapolation,5,1,1.6400002,1
2614,82012,8.4054,1.499,2869,6508,IISPH,5,2000,21,0.035,0.0034666872,0.00054962,Extrapolation,5,1,1.6400002,1
2615,82041,7.8174,1.7898,2870,6508,IISPH,5,2000,19,0.035,0.0034728057,0.0005674373,Extrapolation,5,1,1.6400002,1
2616,82070,7.9532,1.5707,2871,6508,IISPH,5,2000,21,0.035,0.0034619912,0.0005818825,Extrapolation,5,1,1.6400002,1
2617,82098,9.2772,2.1947,2872,6508,IISPH,5,2000,21,0.035,0.003486849,0.0005989356,Extrapolation,5,1,1.6400002,1
2618,82127,9.3207,1.7708,2873,6508,IISPH,5,2000,20,0.035,0.0034602527,0.0006114439,Extrapolation,5,1,1.6400002,1
2619,82156,9.4574,2.63,2874,6508,IISPH,5,2000,21,0.035,0.0034730767,0.00062320783,Extrapolation,5,1,1.6400002,1
2620,82184,9.5237,1.4626,2875,6508,IISPH,5,2000,23,0.035,0.0034921097,0.00063147745,Extrapolation,5,1,1.6400002,1
2621,82213,9.7782,1.4819,2876,6508,IISPH,5,2000,23,0.035,0.0034598238,0.00063275965,Extrapolation,5,1,1.6400002,1
2622,82241,6.7436,1.4859,2877,6508,IISPH,5,2000,18,0.035,0.0034869392,0.0006281946,Extrapolation,5,1,1.6400002,1
2623,82270,6.731,1.4803,2878,6508,IISPH,5,2000,14,0.035,0.003491274,0.00061462744,Extrapolation,5,1,1.6400002,1
2624,82299,9.0609,1.5068,2879,6508,IISPH,5,2000,24,0.035,0.003479579,0.00059448363,Extrapolation,5,1,1.6400002,1
2625,82327,10.6083,2.26,2880,6508,IISPH,5,2000,24,0.035,0.0035091105,0.00056548265,Extrapolation,5,1,1.6400002,1
2626,82356,8.3258,2.5311,2881,6508,IISPH,5,2000,14,0.035,0.0034814305,0.0005850182,Extrapolation,5,1,1.6400002,1
2627,82385,8.1387,1.7707,2882,6508,IISPH,5,2000,16,0.035,0.0034854491,0.0006194321,Extrapolation,5,1,1.6400002,1
2628,82413,10.1754,1.4601,2883,6508,IISPH,5,2000,27,0.035,0.0034980702,0.000663281,Extrapolation,5,1,1.6400002,1
2629,82442,8.0547,1.7438,2884,6508,IISPH,5,2000,19,0.035,0.0034667777,0.00067785545,Extrapolation,5,1,1.6400002,1
2630,82471,9.307,1.5122,2885,6508,IISPH,5,2000,25,0.035,0.003483959,0.0007085625,Extrapolation,5,1,1.6400002,1
2631,82499,9.7742,1.4447,2886,6508,IISPH,5,2000,26,0.035,0.003474499,0.0007317367,Extrapolation,5,1,1.6400002,1
2632,82528,9.7968,1.7562,2887,6508,IISPH,5,2000,22,0.035,0.0034602978,0.00073767785,Extrapolation,5,1,1.6400002,1
2633,82557,9.2182,1.4993,2888,6508,IISPH,5,2000,27,0.035,0.0034750635,0.0007515912,Extrapolation,5,1,1.6400002,1
2634,82585,10.7407,1.5632,2889,6508,IISPH,5,2000,28,0.035,0.0034724444,0.0007472013,Extrapolation,5,1,1.6400002,1
2635,82614,9.9007,1.6014,2890,6508,IISPH,5,2000,24,0.035,0.0034660099,0.000729146,Extrapolation,5,1,1.6400002,1
2636,82642,7.9796,1.6713,2891,6508,IISPH,5,2000,21,0.035,0.0034751312,0.0007125545,Extrapolation,5,1,1.6400002,1
2637,82671,8.0877,1.6786,2892,6508,IISPH,5,2000,19,0.035,0.0034692609,0.0007062903,Extrapolation,5,1,1.6400002,1
2638,82700,8.1327,1.7561,2893,6508,IISPH,5,2000,19,0.035,0.003465694,0.00074167293,Extrapolation,5,1,1.6400002,1
2639,82728,7.3693,2.3218,2894,6508,IISPH,5,2000,17,0.035,0.0034796242,0.00076168345,Extrapolation,5,1,1.6400002,1
2640,82757,8.0881,2.3204,2895,6508,IISPH,5,2000,18,0.035,0.00346531,0.0007742642,Extrapolation,5,1,1.6400002,1
2641,82786,11.1515,2.6629,2896,6508,IISPH,5,2000,26,0.035,0.0034736185,0.00075926847,Extrapolation,5,1,1.6400002,1
2642,82814,8.1555,1.6456,2897,6508,IISPH,5,2000,20,0.035,0.003476215,0.0007429621,Extrapolation,5,1,1.6400002,1
2643,82843,9.3924,2.0901,2898,6508,IISPH,5,2000,24,0.035,0.003460659,0.00075052894,Extrapolation,5,1,1.6400002,1
2644,82872,8.6115,1.9195,2899,6508,IISPH,5,2000,19,0.035,0.0034694192,0.0007239826,Extrapolation,5,1,1.6400002,1
2645,82900,6.4255,1.5256,2900,6508,IISPH,5,2000,14,0.035,0.0034650392,0.00069118454,Extrapolation,5,1,1.6400002,1
2646,82929,7.438,1.7309,2901,6508,IISPH,5,2000,18,0.035,0.0034598238,0.0006838471,Extrapolation,5,1,1.6400002,1
2647,82958,7.958,1.724,2902,6508,IISPH,5,2000,20,0.035,0.003474499,0.00068897964,Extrapolation,5,1,1.6400002,1
2648,82986,9.3275,1.5698,2903,6508,IISPH,5,2000,25,0.035,0.0034681095,0.0006811132,Extrapolation,5,1,1.6400002,1
2649,83015,17.5996,4.3631,2904,6508,IISPH,5,2000,29,0.035,0.0034677936,0.00066376594,Extrapolation,5,1,1.6400002,1
2650,83043,7.6374,1.4556,2905,6508,IISPH,5,2000,16,0.035,0.0034639554,0.0006500802,Extrapolation,5,1,1.6400002,1
2651,83072,7.9377,1.4439,2906,6508,IISPH,5,2000,17,0.035,0.0034567304,0.00063136476,Extrapolation,5,1,1.6400002,1
2652,83101,7.088,1.4769,2907,6508,IISPH,5,2000,16,0.035,0.0034533439,0.00061633746,Extrapolation,5,1,1.6400002,1
2653,83129,11.3041,2.392,2908,6508,IISPH,5,2000,29,0.035,0.0034649489,0.0005927895,Extrapolation,5,1,1.6400002,1
