sample,simulationStep,simulationStepsTime,neighborSearchTime,timeSteps,particles,solver,fViscosity,stiffness,iterations,timeStep,densityError,cfl,boundary,bViscosity,gamma1,gamma2,gamma3
55,8857,5.0512,1.4463,310,6508,IISPH,5,2000,8,0.035,0.0042920536,0.0023525483,Extrapolation,5,1,1.9,1
56,8885,13.6566,1.5271,311,6508,IISPH,5,2000,42,0.035,0.004482156,0.002618266,Extrapolation,5,1,1.9,1
57,8914,5.0887,1.4819,312,6508,IISPH,5,2000,7,0.035,0.0042641703,0.0026880438,Extrapolation,5,1,1.9,1
58,8943,14.1496,2.1478,313,6508,IISPH,5,2000,42,0.035,0.0044559888,0.0024406377,Extrapolation,5,1,1.9,1
59,8971,5.8398,1.5924,314,6508,IISPH,5,2000,9,0.035,0.0041953316,0.0021481472,Extrapolation,5,1,1.9,1
60,9000,6.1438,1.8271,315,6508,IISPH,5,2000,8,0.035,0.00451819,0.0028295477,Extrapolation,5,1,1.9,1
61,9028,7.4669,1.9399,316,6508,IISPH,5,2000,15,0.035,0.004324949,0.0028328842,Extrapolation,5,1,1.9,1
62,9057,8.9751,1.4382,317,6508,IISPH,5,2000,21,0.035,0.0041664774,0.0025004132,Extrapolation,5,1,1.9,1
63,9085,4.6342,1.4834,318,6508,IISPH,5,2000,9,0.035,0.0044508637,0.0029981886,Extrapolation,5,1,1.9,1
64,9114,8.517,1.4474,319,6508,IISPH,5,2000,22,0.035,0.0043004747,0.0024430524,Extrapolation,5,1,1.9,1
65,9143,9.068,1.4736,320,6508,IISPH,5,2000,25,0.035,0.0042868154,0.0026753102,Extrapolation,5,1,1.9,1
66,9171,13.6679,2.1401,321,6508,IISPH,5,2000,36,0.035,0.004321743,0.0019260426,Extrapolation,5,1,1.9,1
67,9200,4.6155,1.4599,322,6508,IISPH,5,2000,8,0.035,0.0042478917,0.002156073,Extrapolation,5,1,1.9,1
68,9228,7.6149,2.3855,323,6508,IISPH,5,2000,17,0.035,0.0040517384,0.0017693415,Extrapolation,5,1,1.9,1
69,9257,11.9987,1.4681,324,6508,IISPH,5,2000,34,0.035,0.004250985,0.002074005,Extrapolation,5,1,1.9,1
70,9285,8.9056,1.7116,325,6508,IISPH,5,2000,21,0.035,0.003977752,0.0020062188,Extrapolation,5,1,1.9,1
71,9314,4.9631,1.8151,326,6508,IISPH,5,2000,5,0.035,0.0039124577,0.0021659036,Extrapolation,5,1,1.9,1
72,9343,14.5669,1.4442,327,6508,IISPH,5,2000,42,0.035,0.0041424325,0.002152158,Extrapolation,5,1,1.9,1
73,9371,11.2297,1.5612,328,6508,IISPH,5,2000,30,0.035,0.004161149,0.0020220347,Extrapolation,5,1,1.9,1
74,9400,5.0634,2.1713,329,6508,IISPH,5,2000,3,0.035,0.0039660567,0.002022276,Extrapolation,5,1,1.9,1
75,9428,13.3852,1.4459,330,6508,IISPH,5,2000,36,0.035,0.003924469,0.0022346647,Extrapolation,5,1,1.9,1
76,9457,7.9348,1.4602,331,6508,IISPH,5,2000,16,0.035,0.003900311,0.0017270398,Extrapolation,5,1,1.9,1
77,9485,14.5391,1.767,332,6508,IISPH,5,2000,38,0.035,0.0039447662,0.0021632174,Extrapolation,5,1,1.9,1
78,9514,4.2105,1.5468,333,6508,IISPH,5,2000,4,0.035,0.0039596222,0.001739079,Extrapolation,5,1,1.9,1
79,9543,11.6647,1.4705,334,6508,IISPH,5,2000,30,0.035,0.0039462335,0.0021082964,Extrapolation,5,1,1.9,1
80,9571,14.1095,2.5109,335,6508,IISPH,5,2000,34,0.035,0.0039078067,0.0016676217,Extrapolation,5,1,1.9,1
81,9600,6.0087,2.3631,336,6508,IISPH,5,2000,8,0.035,0.0040851757,0.0022701279,Extrapolation,5,1,1.9,1
82,9628,7.2922,1.4498,337,6508,IISPH,5,2000,14,0.035,0.0039521265,0.0017373504,Extrapolation,5,1,1.9,1
83,9657,10.5817,1.466,338,6508,IISPH,5,2000,24,0.035,0.0038215606,0.0017922817,Extrapolation,5,1,1.9,1
84,9685,5.6094,1.4296,339,6508,IISPH,5,2000,11,0.035,0.004020875,0.0017649004,Extrapolation,5,1,1.9,1
85,9714,13.6783,1.5079,340,6508,IISPH,5,2000,38,0.035,0.0039342223,0.0017301543,Extrapolation,5,1,1.9,1
86,9743,5.0725,1.7365,341,6508,IISPH,5,2000,7,0.035,0.0038737825,0.0017213321,Extrapolation,5,1,1.9,1
87,9771,6.9128,2.321,342,6508,IISPH,5,2000,11,0.035,0.003957319,0.0016803578,Extrapolation,5,1,1.9,1
88,9800,9.762,1.5582,343,6508,IISPH,5,2000,21,0.035,0.003928601,0.0016468297,Extrapolation,5,1,1.9,1
89,9828,7.8325,1.5319,344,6508,IISPH,5,2000,18,0.035,0.0039155735,0.0018086516,Extrapolation,5,1,1.9,1
90,9857,12.7468,1.4388,345,6508,IISPH,5,2000,34,0.035,0.003950275,0.0018810163,Extrapolation,5,1,1.9,1
91,9885,13.2136,1.7143,346,6508,IISPH,5,2000,33,0.035,0.0038477054,0.0017763119,Extrapolation,5,1,1.9,1
92,9914,6.1947,1.5634,347,6508,IISPH,5,2000,11,0.035,0.0039235884,0.0015894523,Extrapolation,5,1,1.9,1
93,9943,14.0113,1.4717,348,6508,IISPH,5,2000,36,0.035,0.0038491504,0.0014497527,Extrapolation,5,1,1.9,1
94,9971,4.4025,1.4178,349,6508,IISPH,5,2000,7,0.035,0.0036786222,0.001309531,Extrapolation,5,1,1.9,1
95,10000,15.417,1.6326,350,6508,IISPH,5,2000,40,0.035,0.003886313,0.0014014858,Extrapolation,5,1,1.9,1
96,10028,13.0328,1.4435,351,6508,IISPH,5,2000,32,0.035,0.003685802,0.0013602845,Extrapolation,5,1,1.9,1
97,10057,7.8632,2.4223,352,6508,IISPH,5,2000,12,0.035,0.0036959846,0.0013419262,Extrapolation,5,1,1.9,1
98,10085,13.8613,1.4996,353,6508,IISPH,5,2000,34,0.035,0.0037223098,0.0012244534,Extrapolation,5,1,1.9,1
99,10114,6.4771,1.5781,354,6508,IISPH,5,2000,10,0.035,0.0036848087,0.0011486682,Extrapolation,5,1,1.9,1
100,10142,6.6669,1.4432,355,6508,IISPH,5,2000,11,0.035,0.0036451623,0.001192396,Extrapolation,5,1,1.9,1
101,10171,14.7185,1.465,356,6508,IISPH,5,2000,36,0.035,0.0036746713,0.0012628437,Extrapolation,5,1,1.9,1
102,10200,7.2734,1.5972,357,6508,IISPH,5,2000,12,0.035,0.0036670628,0.0013878475,Extrapolation,5,1,1.9,1
103,10228,7.7198,2.6105,358,6508,IISPH,5,2000,11,0.035,0.003714137,0.0013297612,Extrapolation,5,1,1.9,1
104,10257,15.0779,1.4173,359,6508,IISPH,5,2000,37,0.035,0.003682438,0.0012039603,Extrapolation,5,1,1.9,1
105,10285,10.4747,1.4248,360,6508,IISPH,5,2000,23,0.035,0.003616376,0.0012015123,Extrapolation,5,1,1.9,1
106,10314,9.5852,1.4461,361,6508,IISPH,5,2000,20,0.035,0.003617347,0.0012435826,Extrapolation,5,1,1.9,1
107,10342,13.2373,1.5808,362,6508,IISPH,5,2000,34,0.035,0.0036530646,0.0013146311,Extrapolation,5,1,1.9,1
108,10371,7.4674,1.4404,363,6508,IISPH,5,2000,18,0.035,0.0036657758,0.001331644,Extrapolation,5,1,1.9,1
109,10400,9.6365,2.1546,364,6508,IISPH,5,2000,20,0.035,0.003655887,0.0013366444,Extrapolation,5,1,1.9,1
110,10428,6.6107,2.1157,365,6508,IISPH,5,2000,10,0.035,0.0036183402,0.0012910137,Extrapolation,5,1,1.9,1
111,10457,12.8227,1.9575,366,6508,IISPH,5,2000,31,0.035,0.0036310062,0.0012059561,Extrapolation,5,1,1.9,1
112,10485,13.6619,1.4579,367,6508,IISPH,5,2000,37,0.035,0.0036154955,0.001226228,Extrapolation,5,1,1.9,1
113,10514,5.844,1.7282,368,6508,IISPH,5,2000,9,0.035,0.0036427693,0.0012915109,Extrapolation,5,1,1.9,1
114,10542,5.562,2.3961,369,6508,IISPH,5,2000,7,0.035,0.0036258136,0.001323345,Extrapolation,5,1,1.9,1
115,10571,14.2142,1.4413,370,6508,IISPH,5,2000,33,0.035,0.0036336253,0.0013222706,Extrapolation,5,1,1.9,1
116,10600,7.5097,2.2089,371,6508,IISPH,5,2000,12,0.035,0.003603078,0.0013073337,Extrapolation,5,1,1.9,1
117,10628,4.7279,1.4698,372,6508,IISPH,5,2000,8,0.035,0.0035776105,0.0014103852,Extrapolation,5,1,1.9,1
118,10657,5.669,1.4731,373,6508,IISPH,5,2000,9,0.035,0.0035717404,0.0015436184,Extrapolation,5,1,1.9,1
119,10685,13.7972,1.4742,374,6508,IISPH,5,2000,35,0.035,0.00359635,0.0015564564,Extrapolation,5,1,1.9,1
120,10714,4.4272,1.4894,375,6508,IISPH,5,2000,5,0.035,0.0035681506,0.0015323751,Extrapolation,5,1,1.9,1
121,10742,8.0706,2.9167,376,6508,IISPH,5,2000,12,0.035,0.0035974337,0.0015299689,Extrapolation,5,1,1.9,1
122,10771,9.5475,1.482,377,6508,IISPH,5,2000,23,0.035,0.0035609258,0.0014121496,Extrapolation,5,1,1.9,1
123,10800,5.2799,2.1749,378,6508,IISPH,5,2000,6,0.035,0.003608,0.0013576853,Extrapolation,5,1,1.9,1
124,10828,8.1418,1.5736,379,6508,IISPH,5,2000,19,0.035,0.0035709275,0.0013987839,Extrapolation,5,1,1.9,1
125,10857,12.221,1.4524,380,6508,IISPH,5,2000,30,0.035,0.0035969145,0.0014348362,Extrapolation,5,1,1.9,1
126,10885,9.9638,1.6842,381,6508,IISPH,5,2000,24,0.035,0.003609829,0.0014270633,Extrapolation,5,1,1.9,1
127,10914,9.6975,1.7342,382,6508,IISPH,5,2000,22,0.035,0.0035776782,0.0013524432,Extrapolation,5,1,1.9,1
128,10942,6.6905,2.2511,383,6508,IISPH,5,2000,9,0.035,0.0035339005,0.0013377673,Extrapolation,5,1,1.9,1
129,10971,4.7809,2.1466,384,6508,IISPH,5,2000,3,0.035,0.0035331328,0.0013505939,Extrapolation,5,1,1.9,1
130,11000,12.5374,1.4614,385,6508,IISPH,5,2000,31,0.035,0.0035467923,0.0013174928,Extrapolation,5,1,1.9,1
131,11028,3.7138,1.4784,386,6508,IISPH,5,2000,4,0.035,0.003519022,0.0011945171,Extrapolation,5,1,1.9,1
132,11057,14.1978,1.6385,387,6508,IISPH,5,2000,38,0.035,0.0035371967,0.0011430178,Extrapolation,5,1,1.9,1
133,11085,11.2634,1.4358,388,6508,IISPH,5,2000,28,0.035,0.003529656,0.0012216542,Extrapolation,5,1,1.9,1
134,11114,4.7347,1.5627,389,6508,IISPH,5,2000,5,0.035,0.0034915,0.0012314417,Extrapolation,5,1,1.9,1
135,11142,4.8364,2.2876,390,6508,IISPH,5,2000,5,0.035,0.0034785403,0.0012024471,Extrapolation,5,1,1.9,1
136,11171,12.0799,1.4933,391,6508,IISPH,5,2000,28,0.035,0.003517374,0.0012401743,Extrapolation,5,1,1.9,1
137,11200,12.0822,2.2,392,6508,IISPH,5,2000,29,0.035,0.0035395673,0.0013568107,Extrapolation,5,1,1.9,1
138,11228,4.6963,1.5009,393,6508,IISPH,5,2000,5,0.035,0.0035562974,0.0014113504,Extrapolation,5,1,1.9,1
139,11257,14.9194,1.5058,394,6508,IISPH,5,2000,40,0.035,0.0035853772,0.0014163515,Extrapolation,5,1,1.9,1
140,11285,9.1033,1.4506,395,6508,IISPH,5,2000,17,0.035,0.0035609258,0.0013182102,Extrapolation,5,1,1.9,1
141,11314,12.213,1.5724,396,6508,IISPH,5,2000,32,0.035,0.0035316201,0.0011929787,Extrapolation,5,1,1.9,1
142,11342,14.0726,2.3872,397,6508,IISPH,5,2000,33,0.035,0.003534307,0.0010919693,Extrapolation,5,1,1.9,1
143,11371,11.9454,2.1847,398,6508,IISPH,5,2000,26,0.035,0.0035210764,0.0011221069,Extrapolation,5,1,1.9,1
144,11400,14.1885,2.2604,399,6508,IISPH,5,2000,36,0.035,0.0035426605,0.0010490075,Extrapolation,5,1,1.9,1
145,11428,13.1906,1.6047,400,6508,IISPH,5,2000,31,0.035,0.0035489597,0.0009626124,Extrapolation,5,1,1.9,1
146,11457,10.4559,1.8492,401,6508,IISPH,5,2000,27,0.035,0.0035169446,0.000882279,Extrapolation,5,1,1.9,1
147,11485,13.9753,1.4648,402,6508,IISPH,5,2000,37,0.035,0.0035613547,0.0008655422,Extrapolation,5,1,1.9,1
148,11514,3.5895,1.4209,403,6508,IISPH,5,2000,4,0.035,0.003547063,0.0009637517,Extrapolation,5,1,1.9,1
149,11542,7.5372,1.6734,404,6508,IISPH,5,2000,14,0.035,0.0035118647,0.0009771081,Extrapolation,5,1,1.9,1
150,11571,13.8364,1.4482,405,6508,IISPH,5,2000,36,0.035,0.0035676763,0.0008991138,Extrapolation,5,1,1.9,1
151,11599,13.0875,1.4249,406,6508,IISPH,5,2000,33,0.035,0.0035709727,0.00078028976,Extrapolation,5,1,1.9,1
152,11628,7.1291,1.4911,407,6508,IISPH,5,2000,16,0.035,0.0035509693,0.00069145527,Extrapolation,5,1,1.9,1
153,11657,12.3055,1.4724,408,6508,IISPH,5,2000,31,0.035,0.003614886,0.0006067722,Extrapolation,5,1,1.9,1
154,11685,14.2966,1.5101,409,6508,IISPH,5,2000,39,0.035,0.003630013,0.0006160188,Extrapolation,5,1,1.9,1
155,11714,11.3804,1.4218,410,6508,IISPH,5,2000,27,0.035,0.0035996689,0.0006546738,Extrapolation,5,1,1.9,1
156,11742,9.244,1.5761,411,6508,IISPH,5,2000,21,0.035,0.0035695052,0.0006618631,Extrapolation,5,1,1.9,1
157,11771,13.3906,1.4288,412,6508,IISPH,5,2000,34,0.035,0.0035538818,0.0007377264,Extrapolation,5,1,1.9,1
158,11799,14.1855,1.6468,413,6508,IISPH,5,2000,22,0.035,0.0035403802,0.0007709125,Extrapolation,5,1,1.9,1
159,11828,10.0335,1.5101,414,6508,IISPH,5,2000,24,0.035,0.0035295656,0.0008016941,Extrapolation,5,1,1.9,1
160,11857,4.8142,2.3071,415,6508,IISPH,5,2000,5,0.035,0.0035229505,0.0007996552,Extrapolation,5,1,1.9,1
161,11885,3.8674,1.4565,416,6508,IISPH,5,2000,4,0.035,0.0035303333,0.00076048286,Extrapolation,5,1,1.9,1
162,11914,4.3043,1.4693,417,6508,IISPH,5,2000,6,0.035,0.0034799627,0.0007464948,Extrapolation,5,1,1.9,1
163,11942,4.3799,1.6564,418,6508,IISPH,5,2000,3,0.035,0.0034764858,0.0007149983,Extrapolation,5,1,1.9,1
164,11971,11.7245,1.5684,419,6508,IISPH,5,2000,30,0.035,0.0035038046,0.00075119856,Extrapolation,5,1,1.9,1
165,11999,5.2524,2.3233,420,6508,IISPH,5,2000,6,0.035,0.0034630748,0.0007922522,Extrapolation,5,1,1.9,1
166,12028,5.753,2.4656,421,6508,IISPH,5,2000,7,0.035,0.0034758537,0.0008116428,Extrapolation,5,1,1.9,1
167,12057,14.2223,2.2762,422,6508,IISPH,5,2000,35,0.035,0.0035080267,0.0007931839,Extrapolation,5,1,1.9,1
168,12085,6.2159,1.4436,423,6508,IISPH,5,2000,9,0.035,0.0034534342,0.000792952,Extrapolation,5,1,1.9,1
169,12114,5.0065,1.6386,424,6508,IISPH,5,2000,5,0.035,0.0034596205,0.0008370005,Extrapolation,5,1,1.9,1
170,12142,5.0212,1.9987,425,6508,IISPH,5,2000,4,0.035,0.0034675,0.000864721,Extrapolation,5,1,1.9,1
171,12171,4.368,1.4811,426,6508,IISPH,5,2000,6,0.035,0.0034385556,0.000885125,Extrapolation,5,1,1.9,1
172,12199,14.9755,2.3308,427,6508,IISPH,5,2000,39,0.035,0.0034822207,0.0008421222,Extrapolation,5,1,1.9,1
173,12228,4.4887,1.4467,428,6508,IISPH,5,2000,6,0.035,0.0034697803,0.00083281856,Extrapolation,5,1,1.9,1
174,12257,11.1144,2.4106,429,6508,IISPH,5,2000,26,0.035,0.0034551276,0.0007550022,Extrapolation,5,1,1.9,1
175,12285,13.0662,1.4401,430,6508,IISPH,5,2000,33,0.035,0.0034815657,0.0006529895,Extrapolation,5,1,1.9,1
176,12314,5.3748,1.5158,431,6508,IISPH,5,2000,8,0.035,0.0034491443,0.0006465719,Extrapolation,5,1,1.9,1
177,12342,5.8757,1.4285,432,6508,IISPH,5,2000,12,0.035,0.00345366,0.0006342646,Extrapolation,5,1,1.9,1
178,12371,12.07,1.6619,433,6508,IISPH,5,2000,32,0.035,0.0034941416,0.00063099735,Extrapolation,5,1,1.9,1
179,12399,12.3625,2.561,434,6508,IISPH,5,2000,30,0.035,0.003492132,0.000664196,Extrapolation,5,1,1.9,1
180,12428,6.8446,2.3817,435,6508,IISPH,5,2000,9,0.035,0.0034682902,0.00068591593,Extrapolation,5,1,1.9,1
181,12457,7.067,2.8733,436,6508,IISPH,5,2000,10,0.035,0.0034915677,0.00063307775,Extrapolation,5,1,1.9,1
182,12485,6.1516,2.0615,437,6508,IISPH,5,2000,7,0.035,0.0034692837,0.000638557,Extrapolation,5,1,1.9,1
183,12514,11.9304,1.4493,438,6508,IISPH,5,2000,31,0.035,0.0034995826,0.0006142746,Extrapolation,5,1,1.9,1
184,12542,7.1763,1.4167,439,6508,IISPH,5,2000,14,0.035,0.0034942771,0.00061326986,Extrapolation,5,1,1.9,1
185,12571,11.2291,1.6477,440,6508,IISPH,5,2000,28,0.035,0.0035189542,0.0006106997,Extrapolation,5,1,1.9,1
186,12599,14.7096,1.602,441,6508,IISPH,5,2000,35,0.035,0.0035083427,0.0006199374,Extrapolation,5,1,1.9,1
187,12628,5.3882,1.45,442,6508,IISPH,5,2000,10,0.035,0.0034817238,0.00063478504,Extrapolation,5,1,1.9,1
188,12657,11.7305,1.6212,443,6508,IISPH,5,2000,28,0.035,0.003517893,0.0006153572,Extrapolation,5,1,1.9,1
189,12685,10.5995,1.6328,444,6508,IISPH,5,2000,26,0.035,0.0034866005,0.0006190719,Extrapolation,5,1,1.9,1
190,12714,12.064,1.4998,445,6508,IISPH,5,2000,29,0.035,0.0034953156,0.0006026243,Extrapolation,5,1,1.9,1
191,12742,13.9899,2.8274,446,6508,IISPH,5,2000,34,0.035,0.0035175318,0.000625487,Extrapolation,5,1,1.9,1
192,12771,5.7107,1.6583,447,6508,IISPH,5,2000,7,0.035,0.0034780663,0.00066423183,Extrapolation,5,1,1.9,1
193,12799,10.425,1.4673,448,6508,IISPH,5,2000,25,0.035,0.0034819946,0.0006696443,Extrapolation,5,1,1.9,1
194,12828,15.335,1.6341,449,6508,IISPH,5,2000,38,0.035,0.003515116,0.00063642615,Extrapolation,5,1,1.9,1
195,12856,11.768,1.8035,450,6508,IISPH,5,2000,32,0.035,0.0034937125,0.0006039901,Extrapolation,5,1,1.9,1
196,12885,13.0908,1.4483,451,6508,IISPH,5,2000,32,0.035,0.0034889486,0.0005868272,Extrapolation,5,1,1.9,1
197,12914,13.1315,1.4255,452,6508,IISPH,5,2000,36,0.035,0.003511752,0.0006011821,Extrapolation,5,1,1.9,1
198,12942,12.8366,1.4304,453,6508,IISPH,5,2000,34,0.035,0.0034966024,0.0006190281,Extrapolation,5,1,1.9,1
199,12971,11.5534,1.4518,454,6508,IISPH,5,2000,30,0.035,0.0034793532,0.0006309175,Extrapolation,5,1,1.9,1
200,12999,4.5019,1.7387,455,6508,IISPH,5,2000,3,0.035,2.2577515E-08,0.0009033915,Extrapolation,5,1,1.88,1
201,13028,30.0832,1.4615,456,6508,IISPH,5,2000,91,0.035,0.003972198,0.002169303,Extrapolation,5,1,1.88,1
202,13056,12.0863,1.5757,457,6508,IISPH,5,2000,30,0.035,0.0035315978,0.00052410044,Extrapolation,5,1,1.88,1
203,13085,3.4462,1.4234,458,6508,IISPH,5,2000,3,0.035,0.003406473,0.000558821,Extrapolation,5,1,1.88,1
204,13114,15.1634,1.7449,459,6508,IISPH,5,2000,40,0.035,0.0034380816,0.00046443075,Extrapolation,5,1,1.88,1
205,13142,12.1426,2.3558,460,6508,IISPH,5,2000,28,0.035,0.0034980024,0.00043862825,Extrapolation,5,1,1.88,1
206,13171,11.7981,1.4506,461,6508,IISPH,5,2000,24,0.035,0.0034136076,0.0005246115,Extrapolation,5,1,1.88,1
207,13199,3.4104,1.4391,462,6508,IISPH,5,2000,3,0.035,0.0034751086,0.0004843741,Extrapolation,5,1,1.88,1
