sample,relativeDensityError,localPressure,pressureAcceleration.X,pressureAcceleration.Y,viscosityAcceleration.X,viscosityAcceleration.Y,averageVelocity.X,averageVelocity.Y,CFL
180,0.017946262,34.781784,0.0025230418,-0.023794008,-4.2618565E-05,-0.0046442775,0.0032812788,2.4229999,0.0447
181,0.018228889,35.093292,0.0022354226,-0.023964167,-7.687328E-05,-0.004676433,0.005439828,2.424359,0.0449
182,0.018517274,35.397854,0.0018004824,-0.024142735,-0.000106473024,-0.0047017857,0.0071338373,2.4255147,0.0451
183,0.01881192,35.708767,0.0015357111,-0.02432788,-0.0001298172,-0.0047195405,0.008539732,2.4264672,0.0453
184,0.019113222,36.02799,0.0010300855,-0.024517067,-0.00014885979,-0.0047295038,0.009420957,2.4272206,0.0455
185,0.019421577,36.348557,0.00039454765,-0.024706421,-0.00016003568,-0.0047318162,0.009655469,2.4277823,0.0457
186,0.019736588,36.670094,-0.00030388535,-0.024893818,-0.00016291677,-0.004726912,0.009188667,2.4281616,0.0458
187,0.020057857,37.00648,-0.00092555257,-0.025078679,-0.00015742688,-0.004715441,0.008105688,2.4283676,0.0461
188,0.020385582,37.34746,-0.0016324867,-0.02525504,-0.00014413933,-0.0046980865,0.006329062,2.4284143,0.0463
189,0.02071917,37.68579,-0.0023933079,-0.0254222,-0.000121823374,-0.004675606,0.0038139306,2.4283166,0.0464
190,0.02105822,38.0342,-0.002859299,-0.025581276,-9.0908856E-05,-0.0046493495,0.00086372276,2.428086,0.0466
191,0.02140214,38.389538,-0.0031136347,-0.025730917,-5.568177E-05,-0.0046205875,-0.0023055936,2.4277346,0.0468
192,0.021750132,38.73735,-0.0032761476,-0.025871059,-1.7888708E-05,-0.0045909747,-0.00559963,2.4272726,0.047
193,0.022101104,39.084194,-0.0032354125,-0.026001707,2.0928526E-05,-0.004562195,-0.008814114,2.4267085,0.0471
194,0.022453565,39.432205,-0.0027895859,-0.026123557,6.026071E-05,-0.0045360173,-0.011543439,2.426049,0.0474
195,0.022806723,39.788155,-0.0024270117,-0.026237,9.50324E-05,-0.0045141797,-0.013875418,2.4252977,0.0476
196,0.023159385,40.135017,-0.0020330432,-0.026341429,0.00012513441,-0.004498052,-0.015783327,2.4244583,0.0477
197,0.023510057,40.48042,-0.0011923172,-0.02643676,0.00015049761,-0.0044884603,-0.016825147,2.4235332,0.0479
198,0.023858149,40.810276,-0.00031037678,-0.026524184,0.00016576875,-0.004486295,-0.016969755,2.4225225,0.0481
199,0.024203358,41.132626,0.0004705599,-0.026606917,0.00017048311,-0.0044916417,-0.016328711,2.4214242,0.0483
200,0.024544993,41.473755,0.0011738869,-0.026683126,0.00016710859,-0.0045044473,-0.0149877155,2.4202366,0.0485
201,0.02488305,41.803223,0.0019030797,-0.02675485,0.00015457893,-0.004524964,-0.012930057,2.4189568,0.0486
202,0.025217433,42.113964,0.0024520818,-0.026826536,0.0001328362,-0.0045519224,-0.01034514,2.4175782,0.0488
203,0.025548635,42.424458,0.0032056314,-0.026896263,0.000104483544,-0.004583513,-0.007035024,2.4160984,0.049
204,0.025877753,42.748787,0.0037275066,-0.026969096,6.8252E-05,-0.004618697,-0.0032392656,2.4145107,0.0492
205,0.026205678,43.07817,0.0040078834,-0.027046924,2.6231302E-05,-0.0046569807,0.0007948491,2.4128067,0.0493
206,0.026533702,43.396942,0.004186824,-0.027138134,-2.007582E-05,-0.0046975296,0.0049615973,2.4109712,0.0495
207,0.026863812,43.719112,0.004220641,-0.027246673,-6.924806E-05,-0.00473857,0.00911299,2.4089859,0.0497
208,0.027197698,44.049366,0.004110501,-0.027374765,-0.00011650715,-0.0047782543,0.013106984,2.406833,0.0498
209,0.027536351,44.383694,0.0036842085,-0.027524253,-0.00016183071,-0.0048152017,0.016629362,2.4044933,0.0499
210,0.027880767,44.728264,0.0029246963,-0.02769591,-0.00020227868,-0.0048480025,0.01935178,2.4019494,0.0502
211,0.028231243,45.065647,0.002037758,-0.027888587,-0.00023106397,-0.0048757135,0.021158474,2.3991852,0.0503
212,0.028587976,45.404156,0.0012119188,-0.028100241,-0.0002472937,-0.0048973574,0.022123098,2.3961875,0.0504
213,0.02895057,45.74011,0.00049840985,-0.028328469,-0.000255825,-0.0049127205,0.022365684,2.3929465,0.0506
214,0.029318431,46.09409,-0.0006386951,-0.028575132,-0.00025588315,-0.004921991,0.021471106,2.3894494,0.0508
215,0.029691754,46.446747,-0.0016879209,-0.028831152,-0.00024231766,-0.004925966,0.019540867,2.3856921,0.0509
216,0.030069549,46.78304,-0.0025924188,-0.029091254,-0.00022017528,-0.004924509,0.016728273,2.3816764,0.051
217,0.030451316,47.112537,-0.0032584202,-0.029351056,-0.00019076261,-0.004917161,0.01327909,2.3774083,0.0512
218,0.030836461,47.47363,-0.0038725832,-0.029612875,-0.00015903523,-0.0049042753,0.009247472,2.372891,0.0514
219,0.031225879,47.837734,-0.0042303153,-0.029869974,-0.00012224024,-0.0048883515,0.004894916,2.3681326,0.0515
220,0.031619072,48.190937,-0.004300702,-0.030120483,-7.935633E-05,-0.004870353,0.00051485776,2.3631418,0.0516
221,0.032014944,48.542393,-0.004473744,-0.030365696,-3.414825E-05,-0.0048505254,-0.0039930344,2.3579257,0.0518
