sample,relativeDensityError,localPressure,CFL
8032,-0.09399126,1.4037145,0.2928
8033,-0.09394784,1.4320618,0.2929
8034,-0.09389817,1.4725163,0.293
8035,-0.09384661,1.521745,0.293
8036,-0.09379565,1.5902003,0.2931
8037,-0.09374608,1.6998523,0.2932
8038,-0.093849994,1.7900112,0.2932
8039,-0.093658365,1.847862,0.2933
8040,-0.093622506,1.8658181,0.2934
8041,-0.09344081,1.872138,0.2934
8042,-0.093260705,1.8916869,0.2935
8043,-0.09322951,1.8865553,0.2936
8044,-0.093495645,1.879878,0.2936
8045,-0.09345899,1.876041,0.2937
8046,-0.09327084,1.8918039,0.2938
8047,-0.09338279,1.9062843,0.2938
8048,-0.09334375,1.9152962,0.2939
8049,-0.09330362,1.9488015,0.294
8050,-0.09325931,1.989317,0.2941
8051,-0.09305745,2.0294936,0.2941
8052,-0.09299368,2.0778666,0.2942
8053,-0.09291172,2.085343,0.2943
8054,-0.09280453,2.0782537,0.2943
8055,-0.09266694,2.0598178,0.2944
8056,-0.09264807,2.082943,0.2945
8057,-0.092457235,2.1662607,0.2945
8058,-0.092259146,2.3004713,0.2946
8059,-0.09191801,2.4930058,0.2947
8060,-0.091746844,2.6959336,0.2947
8061,-0.09158839,2.872786,0.2948
8062,-0.09141852,3.032888,0.2949
8063,-0.0910591,3.2453518,0.2949
8064,-0.09079595,3.5400941,0.295
8065,-0.090483725,3.9007444,0.2951
8066,-0.09013623,4.279627,0.2951
8067,-0.08976847,4.6752276,0.2952
8068,-0.089393355,5.110234,0.2953
8069,-0.089019835,5.506059,0.2953
8070,-0.08864889,5.867128,0.2954
8071,-0.08797695,6.227157,0.2955
8072,-0.086772144,6.361067,0.2955
8073,-0.08642723,6.6131196,0.2956
8074,-0.0860996,6.8376527,0.2957
8075,-0.08578867,6.9960074,0.2957
8076,-0.085340634,7.149674,0.2958
8077,-0.08503705,7.297398,0.2959
8078,-0.08472989,7.461846,0.2959
8079,-0.08443365,7.6223564,0.296
8080,-0.08417636,7.716314,0.2961
8081,-0.08397976,7.6654663,0.2961
8082,-0.08399387,7.5042615,0.2962
8083,-0.08377323,7.3015375,0.2963
8084,-0.083736576,7.064609,0.2963
8085,-0.08371711,6.8276362,0.2964
8086,-0.083697535,6.587374,0.2965
8087,-0.083663166,6.4540253,0.2965
8088,-0.08345783,6.3479342,0.2966
8089,-0.083365634,6.2177277,0.2967
8090,-0.083387196,6.1381783,0.2967
8091,-0.08324762,6.057251,0.2968
8092,-0.082975626,5.9676204,0.2969
8093,-0.08288711,5.8359656,0.2969
8094,-0.08283883,5.641241,0.297
8095,-0.08281896,5.441528,0.2971
8096,-0.08281112,5.274708,0.2971
8097,-0.082803965,5.1789618,0.2972
8098,-0.08294602,5.0680733,0.2973
8099,-0.08280535,4.983545,0.2974
8100,-0.08281876,5.0056596,0.2974
8101,-0.08283923,5.0289826,0.2975
8102,-0.08271873,5.069953,0.2976
8103,-0.08245319,5.089147,0.2976
8104,-0.08247276,5.0983515,0.2977
8105,-0.082479216,5.113061,0.2978
8106,-0.08246491,5.1316924,0.2978
8107,-0.08242279,5.1652875,0.2979
8108,-0.082348384,5.2139935,0.298
8109,-0.082241096,5.2745385,0.298
8110,-0.082106486,5.368391,0.2981
8111,-0.081954196,5.4275117,0.2982
8112,-0.081937805,5.467322,0.2982
8113,-0.08176972,5.496953,0.2983
8114,-0.08159548,5.562547,0.2984
8115,-0.08141786,5.664383,0.2984
8116,-0.08124292,5.7663007,0.2985
8117,-0.08107573,5.8186803,0.2986
8118,-0.08091579,5.902443,0.2986
8119,-0.08076111,5.950887,0.2987
8120,-0.08060594,6.0284514,0.2988
8121,-0.080446005,6.1485524,0.2988
8122,-0.080281295,6.2895966,0.2989
8123,-0.080113806,6.4402585,0.299
8124,-0.079797104,6.62854,0.299
8125,-0.07962058,6.8165984,0.2991
8126,-0.07958233,7.0397925,0.2992
8127,-0.0793913,7.2912908,0.2992
8128,-0.079197384,7.549142,0.2993
8129,-0.07832239,7.573898,0.2994
8130,-0.078138806,7.877176,0.2994
8131,-0.07795314,8.204372,0.2995
8132,-0.07775952,8.532764,0.2996
8133,-0.07769436,8.903123,0.2996
8134,-0.0774764,9.27194,0.2997
8135,-0.0772493,9.6577015,0.2998
8136,-0.07687569,10.024424,0.2998
8137,-0.076641835,10.359836,0.2999
8138,-0.07655114,10.695584,0.3
8139,-0.076604486,11.041416,0.3
8140,-0.07637948,11.330821,0.3001
8141,-0.076298214,11.567304,0.3002
8142,-0.076076984,11.814859,0.3002
8143,-0.07585416,12.072775,0.3003
8144,-0.07577121,12.329184,0.3004
8145,-0.07554978,12.578664,0.3004
8146,-0.0753359,12.787424,0.3005
8147,-0.07499248,12.966524,0.3006
8148,-0.07494519,13.133923,0.3007
8149,-0.07491191,13.32278,0.3007
8150,-0.07475217,13.51917,0.3008
8151,-0.074609816,13.697717,0.3009
8152,-0.07434775,13.884572,0.3009
8153,-0.07439186,14.011906,0.301
8154,-0.07431964,14.04913,0.3011
8155,-0.074267186,14.047017,0.3011
8156,-0.074228145,14.044857,0.3012
8157,-0.07419586,14.081255,0.3013
8158,-0.074448384,14.160127,0.3013
8159,-0.074419975,14.27649,0.3014
8160,-0.074392654,14.400306,0.3015
8161,-0.07464836,14.524204,0.3015
8162,-0.07462422,14.647299,0.3016
8163,-0.07460147,14.747279,0.3017
8164,-0.074579515,14.793279,0.3017
8165,-0.07455716,14.835223,0.3018
8166,-0.07453362,14.847342,0.3019
8167,-0.0745065,14.875014,0.3019
8168,-0.07447451,14.894302,0.302
8169,-0.074440435,14.882962,0.3021
8170,-0.07440984,14.861941,0.3021
8171,-0.07439027,14.802822,0.3022
8172,-0.0743861,14.714298,0.3023
8173,-0.07453839,14.65308,0.3023
8174,-0.074559845,14.5730915,0.3024
8175,-0.07458339,14.456209,0.3025
8176,-0.07432659,14.312889,0.3025
8177,-0.07435937,14.125726,0.3026
8178,-0.07440318,13.9247465,0.3027
8179,-0.07445494,13.68896,0.3027
8180,-0.074362755,13.469898,0.3028
8181,-0.074402586,13.289782,0.3029
8182,-0.07443885,13.11004,0.3029
8183,-0.07448256,12.904844,0.303
8184,-0.07454325,12.65279,0.3031
8185,-0.074624516,12.34031,0.3031
8186,-0.074443616,11.969107,0.3032
8187,-0.07456531,11.581542,0.3033
8188,-0.07470796,11.164536,0.3033
8189,-0.07486999,10.744271,0.3034
8190,-0.0750492,10.327279,0.3035
8191,-0.07524768,9.933583,0.3035
8192,-0.07546832,9.577851,0.3036
8193,-0.07571141,9.229164,0.3037
8194,-0.07597158,8.868083,0.3038
8195,-0.07623792,8.512038,0.3038
8196,-0.07649709,8.149619,0.3039
8197,-0.07660031,7.842066,0.304
8198,-0.0768289,7.574109,0.304
8199,-0.077045456,7.2713027,0.3041
8200,-0.07725358,6.9673615,0.3042
8201,-0.077454746,6.743128,0.3042
8202,-0.07736862,6.5768228,0.3043
8203,-0.077561535,6.511681,0.3044
8204,-0.07775942,6.4565663,0.3044
8205,-0.07796774,6.351444,0.3045
8206,-0.07790396,6.206064,0.3046
8207,-0.078408614,6.0068836,0.3046
8208,-0.07862806,5.818335,0.3047
8209,-0.07883171,5.6562586,0.3048
8210,-0.07872651,5.5022135,0.3048
8211,-0.07900745,5.413796,0.3049
8212,-0.07910788,5.3871636,0.305
8213,-0.07917911,5.3502007,0.305
8214,-0.07923414,5.3528924,0.3051
8215,-0.07942964,5.3725266,0.3052
8216,-0.079639554,5.343136,0.3052
8217,-0.079730846,5.246404,0.3053
8218,-0.079981185,5.084865,0.3054
8219,-0.079403415,4.829302,0.3054
8220,-0.07924507,4.7861853,0.3055
8221,-0.07935782,4.7230988,0.3056
8222,-0.07959843,4.650421,0.3056
8223,-0.07968624,4.5578074,0.3057
8224,-0.07961333,4.492517,0.3058
8225,-0.079647794,4.4692655,0.3058
8226,-0.07965187,4.468356,0.3059
8227,-0.07976383,4.54066,0.306
8228,-0.07971287,4.6464357,0.306
8229,-0.079637066,4.7806263,0.3061
8230,-0.079537526,4.886201,0.3062
8231,-0.07941474,5.0335417,0.3062
8232,-0.0792702,5.196992,0.3063
8233,-0.07910778,5.4254603,0.3064
8234,-0.07865886,5.641399,0.3064
8235,-0.07847289,5.831881,0.3065
8236,-0.078549184,6.004926,0.3066
8237,-0.078339875,6.1737976,0.3066
8238,-0.078256324,6.378343,0.3067
8239,-0.078030124,6.7123137,0.3068
8240,-0.077800155,7.1313,0.3069
8241,-0.0775672,7.5191503,0.3069
8242,-0.07733603,7.942485,0.307
8243,-0.0771144,8.356307,0.3071
8244,-0.07690787,8.73207,0.3071
8245,-0.07685393,9.066519,0.3072
8246,-0.07640451,9.375929,0.3073
8247,-0.07624159,9.6723995,0.3073
8248,-0.07609725,9.963154,0.3074
8249,-0.075979725,10.215285,0.3075
8250,-0.07589787,10.376758,0.3075
8251,-0.07585535,10.441392,0.3076
8252,-0.075848795,10.437104,0.3077
8253,-0.07586807,10.375255,0.3077
8254,-0.076037645,10.308849,0.3078
8255,-0.076076485,10.252663,0.3079
8256,-0.0759833,10.197126,0.3079
8257,-0.076036155,10.102241,0.308
8258,-0.076104596,9.935819,0.3081
8259,-0.07619162,9.725707,0.3081
8260,-0.07629742,9.418231,0.3082
8261,-0.07641971,9.02983,0.3083
8262,-0.076556504,8.577948,0.3083
8263,-0.076843895,8.111768,0.3084
8264,-0.077146485,7.686846,0.3085
8265,-0.07719298,7.298236,0.3085
8266,-0.07739444,6.9201717,0.3086
8267,-0.07747958,6.5085363,0.3087
8268,-0.07772227,6.083197,0.3087
8269,-0.07798413,5.682296,0.3088
8270,-0.07826239,5.328991,0.3089
8271,-0.078417756,4.990361,0.3089
8272,-0.07872075,4.7010922,0.309
8273,-0.07903019,4.478491,0.3091
8274,-0.07947822,4.2892137,0.3091
8275,-0.07978548,4.1674547,0.3092
8276,-0.079948604,4.0923533,0.3093
8277,-0.08024126,4.003901,0.3093
8278,-0.08052647,3.9103255,0.3094
8279,-0.08080363,3.8214877,0.3095
8280,-0.081073344,3.719259,0.3095
8281,-0.08133431,3.6073418,0.3096
8282,-0.08144945,3.4858372,0.3097
8283,-0.08169502,3.3726788,0.3097
8284,-0.081935324,3.2531502,0.3098
8285,-0.08217056,3.1625304,0.3099
8286,-0.08121987,3.27968,0.31
8287,-0.08159975,3.189436,0.31
8288,-0.081850186,3.1107695,0.3101
8289,-0.082100034,3.0303123,0.3102
8290,-0.0823452,2.9413304,0.3102
8291,-0.082583226,2.9007952,0.3103
8292,-0.08281459,2.8585963,0.3104
8293,-0.083038606,2.8090441,0.3104
8294,-0.08325497,2.748264,0.3105
8295,-0.08346299,2.7080364,0.3106
8296,-0.083663955,2.6671739,0.3106
8297,-0.083859265,2.6478133,0.3107
8298,-0.08405228,2.6453836,0.3108
8299,-0.08451144,2.6534972,0.3108
8300,-0.084710516,2.6450467,0.3109
8301,-0.08491804,2.6186876,0.311
8302,-0.085135594,2.5720522,0.311
8303,-0.08549372,2.5031366,0.3111
8304,-0.0857235,2.4334173,0.3112
8305,-0.085953474,2.372926,0.3112
8306,-0.086180866,2.3269572,0.3113
8307,-0.086405076,2.317205,0.3114
8308,-0.0866282,2.3131955,0.3114
8309,-0.08685291,2.3126538,0.3115
8310,-0.08708179,2.2926254,0.3116
8311,-0.087315634,2.2403717,0.3116
8312,-0.08755356,2.1770039,0.3117
8313,-0.08766065,2.0992348,0.3118
8314,-0.08803139,2.0093825,0.3118
8315,-0.088262856,1.9306371,0.3119
8316,-0.088615716,1.8490397,0.312
8317,-0.088954166,1.7932106,0.312
8318,-0.089276925,1.7633002,0.3121
8319,-0.08945157,1.7401484,0.3122
8320,-0.089613,1.7204379,0.3122
8321,-0.089764394,1.7089875,0.3123
8322,-0.08990923,1.6890699,0.3124
8323,-0.090049505,1.6633435,0.3124
8324,-0.0901856,1.635482,0.3125
8325,-0.09031643,1.6117485,0.3126
8326,-0.09030749,1.6093917,0.3126
8327,-0.090423524,1.6167046,0.3127
8328,-0.09053369,1.6303796,0.3128
8329,-0.090242624,1.6574596,0.3129
8330,-0.09034902,1.689871,0.3129
8331,-0.0904575,1.7401612,0.313
8332,-0.09017259,1.7765034,0.3131
8333,-0.0902912,1.8026347,0.3131
8334,-0.09041548,1.8100867,0.3132
8335,-0.090544716,1.8067036,0.3133
8336,-0.090810254,1.7841383,0.3133
8337,-0.091076985,1.7536801,0.3134
8338,-0.091077484,1.7295697,0.3135
8339,-0.091208115,1.7066486,0.3135
8340,-0.091600716,1.6938428,0.3136
8341,-0.09172559,1.6799239,0.3137
8342,-0.09198089,1.6549526,0.3137
8343,-0.09196857,1.6344442,0.3138
8344,-0.09195308,1.6302897,0.3139
8345,-0.092066824,1.6398454,0.3139
8346,-0.092176795,1.6360681,0.314
8347,-0.09228239,1.6193835,0.3141
8348,-0.09238303,1.5991031,0.3141
8349,-0.09234498,1.571717,0.3142
8350,-0.09269744,1.5614793,0.3143
8351,-0.092643596,1.571007,0.3143
8352,-0.09284605,1.5870411,0.3144
8353,-0.092907846,1.6152868,0.3145
8354,-0.0930953,1.6336502,0.3145
8355,-0.09314487,1.63178,0.3146
8356,-0.093191266,1.62543,0.3147
8357,-0.09336968,1.6428418,0.3147
8358,-0.09238322,1.5863942,0.3148
8359,-0.09243806,1.558829,0.3149
8360,-0.09262979,1.5377094,0.3149
8361,-0.09257008,1.5118568,0.315
8362,-0.092640415,1.4911398,0.3151
8363,-0.09283483,1.4675908,0.3151
8364,-0.09289056,1.4470199,0.3152
8365,-0.09293596,1.4297873,0.3153
8366,-0.09284814,1.4184291,0.3153
8367,-0.09289006,1.4110315,0.3154
8368,-0.09293665,1.3986816,0.3155
8369,-0.092989996,1.385246,0.3155
8370,-0.093050994,1.3684336,0.3156
8371,-0.09311904,1.3554469,0.3157
8372,-0.09319265,1.3361408,0.3158
8373,-0.0931409,1.3152736,0.3158
8374,-0.09321928,1.3100405,0.3159
8375,-0.09329696,1.3276987,0.316
8376,-0.09324312,1.3693908,0.316
8377,-0.09331375,1.4275948,0.3161
8378,-0.09337962,1.4920477,0.3162
8379,-0.09356985,1.5472214,0.3162
8380,-0.09362817,1.5943918,0.3163
8381,-0.09368429,1.6393325,0.3164
8382,-0.09386728,1.6647447,0.3164
8383,-0.09391804,1.6812311,0.3165
8384,-0.09396215,1.6858014,0.3166
8385,-0.09399394,1.6716647,0.3166
8386,-0.09400765,1.6438853,0.3167
8387,-0.09386758,1.6041156,0.3168
8388,-0.09382575,1.587988,0.3168
8389,-0.093880095,1.5977055,0.3169
8390,-0.09377489,1.6466466,0.317
8391,-0.093648136,1.7332678,0.317
8392,-0.09352018,1.8469661,0.3171
8393,-0.093418255,1.9427124,0.3172
8394,-0.09349078,2.0102584,0.3172
8395,-0.09348899,2.0298285,0.3173
8396,-0.093662836,1.9794192,0.3174
8397,-0.09373774,1.8907009,0.3174
8398,-0.09382148,1.8483592,0.3175
8399,-0.09390294,1.8044713,0.3176
8400,-0.094104104,1.7421163,0.3176
8401,-0.09416063,1.7039989,0.3177
8402,-0.09419709,1.6646417,0.3178
8403,-0.09433935,1.6201937,0.3178
8404,-0.09445707,1.6104918,0.3179
8405,-0.09442269,1.6125425,0.318
8406,-0.094368555,1.6140559,0.318
8407,-0.09429871,1.6269209,0.3181
8408,-0.094089605,1.6434519,0.3182
8409,-0.094003476,1.6546738,0.3182
8410,-0.09391496,1.6547316,0.3183
8411,-0.0936975,1.6482663,0.3184
8412,-0.09360999,1.6197742,0.3184
8413,-0.09352316,1.5985765,0.3185
8414,-0.09242912,1.5894967,0.3186
8415,-0.09234935,1.626227,0.3187
8416,-0.09227842,1.6643877,0.3187
8417,-0.092220105,1.6888847,0.3188
8418,-0.092049934,1.7221413,0.3189
8419,-0.09201765,1.7503055,0.3189
8420,-0.09199639,1.7598485,0.319
8421,-0.09198238,1.7589743,0.3191
8422,-0.09197135,1.764974,0.3191
8423,-0.091961324,1.7685478,0.3192
8424,-0.09195198,1.7552042,0.3193
8425,-0.09194354,1.7196797,0.3193
8426,-0.09168506,1.6808656,0.3194
8427,-0.09180228,1.648637,0.3195
8428,-0.09179393,1.6018583,0.3195
8429,-0.09178519,1.5721446,0.3196
8430,-0.09177685,1.555893,0.3197
8431,-0.0917691,1.5735078,0.3197
8432,-0.091887414,1.574489,0.3198
8433,-0.09188036,1.5763587,0.3199
8434,-0.09187112,1.5652376,0.3199
8435,-0.09185642,1.5633826,0.32
8436,-0.09183238,1.586012,0.3201
8437,-0.091795325,1.6195112,0.3201
8438,-0.091742374,1.6561954,0.3202
8439,-0.091546275,1.6785007,0.3203
8440,-0.09145478,1.6946828,0.3203
8441,-0.09134054,1.7027726,0.3204
8442,-0.091202855,1.702506,0.3205
8443,-0.09104103,1.7070321,0.3205
8444,-0.09085397,1.743563,0.3206
8445,-0.09064008,1.8841019,0.3207
8446,-0.09052515,2.0821075,0.3207
8447,-0.09026209,2.3695288,0.3208
8448,-0.08998255,2.783717,0.3209
8449,-0.089694455,3.2335203,0.3209
8450,-0.08940697,3.718055,0.321
8451,-0.089129604,4.159371,0.3211
8452,-0.08886764,4.5471387,0.3211
8453,-0.08874923,4.870835,0.3212
8454,-0.0885267,5.140105,0.3213
8455,-0.088201955,5.383797,0.3214
8456,-0.088029005,5.605611,0.3214
8457,-0.08788526,5.762594,0.3215
8458,-0.08789559,5.8815436,0.3216
8459,-0.087680414,5.9668384,0.3216
8460,-0.08773277,5.9994106,0.3217
8461,-0.087667,5.994443,0.3218
8462,-0.08747667,5.9378343,0.3218
8463,-0.087659955,5.837413,0.3219
8464,-0.08771677,5.7215714,0.322
8465,-0.08765061,5.598813,0.322
8466,-0.08759121,5.4832597,0.3221
8467,-0.08754263,5.3706455,0.3222
8468,-0.087507166,5.265667,0.3222
8469,-0.08748442,5.1150217,0.3223
8470,-0.087472096,4.9424567,0.3224
8471,-0.08746753,4.764046,0.3224
8472,-0.08759369,4.5649843,0.3225
8473,-0.08772403,4.3779345,0.3226
8474,-0.08773575,4.216184,0.3226
8475,-0.087760985,4.0745254,0.3227
8476,-0.08755584,3.929564,0.3228
8477,-0.08762379,3.765702,0.3228
8478,-0.08770992,3.5864124,0.3229
8479,-0.08767853,3.415714,0.323
8480,-0.086940125,3.2124162,0.323
8481,-0.08701195,3.1280885,0.3231
8482,-0.087183714,3.1042569,0.3232
8483,-0.08721024,3.1547537,0.3232
8484,-0.08721739,3.222161,0.3233
8485,-0.08721123,3.2646735,0.3234
8486,-0.08719593,3.2981453,0.3234
8487,-0.08705268,3.307375,0.3235
8488,-0.08702804,3.300847,0.3236
8489,-0.08712281,3.3010838,0.3236
8490,-0.087094404,3.369997,0.3237
8491,-0.08706917,3.4690726,0.3238
8492,-0.08717318,3.5508242,0.3238
8493,-0.08716394,3.6331654,0.3239
8494,-0.08704175,3.6958017,0.324
8495,-0.0870497,3.7357411,0.324
8496,-0.0870652,3.791648,0.3241
8497,-0.08721123,3.8237607,0.3242
8498,-0.08724441,3.8281999,0.3243
8499,-0.087287724,3.8147311,0.3243
8500,-0.08734365,3.7789643,0.3244
8501,-0.08741418,3.7159128,0.3245
8502,-0.08774529,3.6164641,0.3245
8503,-0.08785029,3.4926226,0.3246
8504,-0.087970294,3.3655279,0.3247
8505,-0.08809904,3.2622223,0.3247
8506,-0.088353254,3.169311,0.3248
8507,-0.088485874,3.0807047,0.3249
8508,-0.08861691,2.9860096,0.3249
8509,-0.088622466,2.8895237,0.325
8510,-0.08874476,2.770574,0.3251
8511,-0.08885999,2.65288,0.3251
8512,-0.08908768,2.5627482,0.3252
8513,-0.089183845,2.4879885,0.3253
8514,-0.08927146,2.4292486,0.3253
8515,-0.08935193,2.4030387,0.3254
8516,-0.08942832,2.3877182,0.3255
8517,-0.08974612,2.3772147,0.3255
8518,-0.08981953,2.3758535,0.3256
8519,-0.089650154,2.3622706,0.3257
8520,-0.089726046,2.3430834,0.3257
8521,-0.08980334,2.3148801,0.3258
8522,-0.090002716,2.2829487,0.3259
8523,-0.0900797,2.254229,0.3259
8524,-0.090154305,2.219066,0.326
8525,-0.09022404,2.1719253,0.3261
8526,-0.09028703,2.1245914,0.3261
8527,-0.09058525,2.0875795,0.3262
8528,-0.09063065,2.0620847,0.3263
8529,-0.090667106,2.0184734,0.3263
8530,-0.0908191,1.9687852,0.3264
8531,-0.09072304,1.9338226,0.3265
8532,-0.09074638,1.9013872,0.3265
8533,-0.09089092,1.8734818,0.3266
8534,-0.09091407,1.8541977,0.3267
8535,-0.09069423,1.8375808,0.3267
8536,-0.09071807,1.8256501,0.3268
8537,-0.090739824,1.8151875,0.3269
8538,-0.09075642,1.8039148,0.327
8539,-0.09039978,1.8075606,0.327
8540,-0.09039948,1.8211422,0.3271
8541,-0.09014626,1.8347447,0.3272
8542,-0.09012778,1.8555992,0.3272
8543,-0.089979365,1.883538,0.3273
8544,-0.09006778,1.9259139,0.3274
8545,-0.08990735,1.9654629,0.3274
8546,-0.08986522,2.0067313,0.3275
8547,-0.08896281,1.9863489,0.3276
8548,-0.08880327,2.0139203,0.3276
8549,-0.08876473,2.0327945,0.3277
8550,-0.08872876,2.0414138,0.3278
8551,-0.08869399,2.032828,0.3278
8552,-0.08865744,2.017819,0.3279
8553,-0.08873502,2.021441,0.328
8554,-0.088687934,2.0254292,0.328
8555,-0.08863349,2.0265954,0.3281
8556,-0.08857061,2.0344884,0.3282
8557,-0.088499084,2.0389025,0.3282
8558,-0.08841882,2.0499246,0.3283
8559,-0.08832951,2.066957,0.3284
8560,-0.08823285,2.111293,0.3284
8561,-0.08813182,2.154794,0.3285
8562,-0.088029504,2.1904824,0.3286
8563,-0.087927975,2.2290218,0.3286
8564,-0.08782873,2.2756703,0.3287
8565,-0.08773366,2.340397,0.3288
8566,-0.08764595,2.39669,0.3288
8567,-0.087684885,2.4314804,0.3289
8568,-0.08761138,2.4737706,0.329
8569,-0.08754313,2.5165813,0.329
8570,-0.08747915,2.5547626,0.3291
8571,-0.08741895,2.5890996,0.3292
8572,-0.087481335,2.6024616,0.3292
8573,-0.08742789,2.638305,0.3293
8574,-0.08737703,2.6659381,0.3294
8575,-0.087328054,2.7007968,0.3294
8576,-0.087279476,2.7694898,0.3295
8577,-0.08735031,2.80659,0.3296
8578,-0.08730073,2.8245385,0.3297
8579,-0.087246194,2.8298047,0.3297
8580,-0.08718461,2.8157976,0.3298
8581,-0.08723368,2.7973773,0.3299
8582,-0.08727491,2.7834835,0.3299
8583,-0.087189175,2.7714908,0.33
8584,-0.0870942,2.7664216,0.3301
8585,-0.08699109,2.7536128,0.3301
8586,-0.086881116,2.746409,0.3302
8587,-0.086884394,2.76257,0.3303
8588,-0.08676201,2.801263,0.3303
8589,-0.08662999,2.8604918,0.3304
8590,-0.08648733,2.9269743,0.3305
8591,-0.08657545,3.0084918,0.3305
8592,-0.0864324,3.0587518,0.3306
8593,-0.08631001,3.0483215,0.3307
8594,-0.08621464,2.981407,0.3307
8595,-0.08614381,2.909346,0.3308
8596,-0.086093046,2.8591852,0.3309
8597,-0.08605877,2.8200374,0.3309
8598,-0.0860394,2.7844954,0.331
8599,-0.086032644,2.7633386,0.3311
8600,-0.086038604,2.7152846,0.3311
8601,-0.08617431,2.6574678,0.3312
8602,-0.08619726,2.62887,0.3313
8603,-0.086339116,2.6050956,0.3313
8604,-0.0863563,2.572135,0.3314
8605,-0.08624206,2.5565124,0.3315
8606,-0.08622825,2.5439596,0.3315
8607,-0.085446335,2.463662,0.3316
8608,-0.085497,2.4373188,0.3317
8609,-0.08551657,2.4342906,0.3317
8610,-0.0853912,2.446375,0.3318
8611,-0.08523852,2.5269523,0.3319
8612,-0.08506358,2.6176324,0.3319
8613,-0.08498609,2.7429855,0.332
8614,-0.08478025,2.9141269,0.3321
8615,-0.08457124,3.099793,0.3321
8616,-0.084487095,3.2724485,0.3322
8617,-0.08419414,3.407636,0.3323
8618,-0.08404811,3.4854238,0.3324
8619,-0.08393188,3.5181215,0.3324
8620,-0.08383582,3.503753,0.3325
8621,-0.08363048,3.4772482,0.3326
8622,-0.083531536,3.4871664,0.3326
8623,-0.083411634,3.5412004,0.3327
8624,-0.08326659,3.6455324,0.3328
8625,-0.083097115,3.7790554,0.3328
8626,-0.08290787,3.9256485,0.3329
8627,-0.08270551,4.049549,0.333
8628,-0.08238027,4.1527576,0.333
8629,-0.08216659,4.2637243,0.3331
8630,-0.08195032,4.396965,0.3332
8631,-0.081847906,4.5551524,0.3332
8632,-0.081630245,4.701983,0.3333
8633,-0.0815319,4.859753,0.3334
8634,-0.08132517,4.9990244,0.3334
8635,-0.08112718,5.137279,0.3335
8636,-0.08093963,5.2865424,0.3336
8637,-0.08076508,5.3975472,0.3336
8638,-0.08060584,5.46685,0.3337
8639,-0.08046279,5.4873853,0.3338
8640,-0.08045236,5.5234275,0.3338
8641,-0.080344975,5.5431814,0.3339
8642,-0.080370106,5.544371,0.334
8643,-0.0805223,5.523702,0.334
8644,-0.0804466,5.481635,0.3341
8645,-0.080369905,5.4686866,0.3342
8646,-0.08029182,5.4633074,0.3342
8647,-0.08021255,5.4647613,0.3343
8648,-0.08013059,5.463568,0.3344
8649,-0.080043375,5.4717383,0.3344
8650,-0.0799484,5.5083475,0.3345
8651,-0.07984489,5.5644197,0.3346
8652,-0.07973502,5.6406655,0.3346
8653,-0.07962425,5.7146134,0.3347
8654,-0.07940143,5.8094873,0.3348
8655,-0.07929981,5.8889074,0.3349
8656,-0.07920156,5.968443,0.3349
8657,-0.0791042,6.070368,0.335
8658,-0.07900645,6.1930017,0.3351
8659,-0.0789084,6.296277,0.3351
8660,-0.07880826,6.3598566,0.3352
8661,-0.07870257,6.4223275,0.3353
8662,-0.078587726,6.5060077,0.3353
8663,-0.07846097,6.6167192,0.3354
8664,-0.06557782,29.102074,0.3355
8665,-0.06597102,27.847742,0.3355
8666,-0.066811934,25.859882,0.3356
8667,-0.06762773,23.876986,0.3357
8668,-0.068088666,22.372107,0.3357
8669,-0.06850729,21.49137,0.3358
8670,-0.06865144,20.973867,0.3359
8671,-0.06877551,20.590355,0.3359
8672,-0.0689883,20.114302,0.336
8673,-0.06931861,19.532978,0.3361
8674,-0.06972253,18.887966,0.3361
8675,-0.07024735,18.378458,0.3362
8676,-0.07062216,17.988876,0.3363
8677,-0.07094929,17.852303,0.3363
8678,-0.07125447,17.652304,0.3364
8679,-0.07156769,17.301125,0.3365
8680,-0.07179747,17.031208,0.3365
8681,-0.07217963,16.651337,0.3366
8682,-0.072607994,16.106638,0.3367
8683,-0.0730892,15.425103,0.3367
8684,-0.07362653,14.690639,0.3368
8685,-0.07421464,14.090593,0.3369
8686,-0.07473022,13.383254,0.3369
8687,-0.075379804,12.793601,0.337
8688,-0.076024726,12.549241,0.3371
8689,-0.076638356,12.351812,0.3371
8690,-0.07731378,12.2266445,0.3372
8691,-0.07781227,12.286022,0.3373
8692,-0.078249276,12.475434,0.3373
8693,-0.07852415,12.721934,0.3374
8694,-0.07887552,12.94889,0.3375
8695,-0.07919927,13.129317,0.3376
8696,-0.07961084,13.285402,0.3376
8697,-0.07988284,13.455766,0.3377
8698,-0.080124035,13.656875,0.3378
8699,-0.08033086,13.8409605,0.3378
8700,-0.080502525,14.053309,0.3379
8701,-0.08063922,14.223064,0.338
8702,-0.080739155,14.343208,0.338
8703,-0.08080234,14.470356,0.3381
8704,-0.080602765,14.61529,0.3382
8705,-0.08058965,14.851655,0.3382
8706,-0.080540374,15.121934,0.3383
8707,-0.08045842,15.45133,0.3384
8708,-0.08034785,15.797203,0.3384
8709,-0.08021732,16.164104,0.3385
8710,-0.08008152,16.543848,0.3386
8711,-0.0799493,16.903114,0.3386
8712,-0.07981618,17.252443,0.3387
8713,-0.07967124,17.573563,0.3388
