sample,relativeDensityError,localPressure,CFL
2822,0.0003152092,0.6303787,0
2823,0.00031481186,0.62966347,0
2824,0.00031451383,0.6289482,0
2825,0.00031431514,0.6287098,0
2826,0.00031381845,0.6275177,0
2827,0.00031342107,0.62680244,0
2828,0.00031312305,0.6263256,0
2829,0.00031292439,0.62584877,0
2830,0.000312527,0.6251335,0
2831,0.00032077232,0.6415844,0
2832,0.0003204743,0.64086914,0
2833,0.00032007694,0.6401539,0
2834,0.00031967956,0.6394386,0
2835,0.0003194809,0.6389618,0
2836,0.00031918287,0.63824654,0
2837,0.0003187855,0.6375313,0
2838,0.0003182888,0.6365776,0
2839,0.0003180901,0.63610077,0
2840,0.00031769276,0.6353855,0
2841,0.00031749406,0.6349087,0
2842,0.0003170967,0.6341934,0
2843,0.00031669933,0.63347816,0
2844,0.00031650066,0.6330013,0
2845,0.00031610328,0.6322861,0
2846,0.00031580526,0.6315708,0
2847,0.00031510988,0.6301403,0
2848,0.0003149112,0.6299019,0
2849,0.00031461316,0.62918663,0
2850,0.0003144145,0.6287098,0
2851,0.0003139178,0.6277561,0
2852,0.00031361976,0.6272793,0
2853,0.00031332174,0.626564,0
2854,0.00031292439,0.62584877,0
2855,0.0003127257,0.62537193,0
2856,0.00031222898,0.62441826,0
2857,0.00031183162,0.623703,0
2858,0.0003115336,0.62298775,0
2859,0.00031113625,0.6222725,0
2860,0.00031967956,0.6394386,0
2861,0.0003190835,0.63824654,0
2862,0.00031868616,0.63729286,0
2863,0.00031838813,0.636816,0
2864,0.0003180901,0.63610077,0
2865,0.0003177921,0.63562393,0
2866,0.00031739473,0.63467026,0
2867,0.0003170967,0.6341934,0
2868,0.00031669933,0.63347816,0
2869,0.00031630197,0.6325245,0
2870,0.00031600395,0.63204765,0
2871,0.00031570593,0.6313324,0
2872,0.00031530857,0.63061714,0
2873,0.0003149112,0.6299019,0
2874,0.00031471252,0.62942505,0
2875,0.00031431514,0.6287098,0
2876,0.0003139178,0.6277561,0
2877,0.00031361976,0.6272793,0
2878,0.0003132224,0.6263256,0
2879,0.00031302372,0.6260872,0
2880,0.00031262636,0.6251335,0
2881,0.00032087165,0.6418228,0
2882,0.00032057363,0.64110756,0
2883,0.00032017627,0.6403923,0
2884,0.00031977892,0.6394386,0
2885,0.00031958023,0.6392002,0
2886,0.0003190835,0.63824654,0
2887,0.00031898418,0.6380081,0
2888,0.00031838813,0.636816,0
2889,0.0003180901,0.63610077,0
2890,0.00031769276,0.6353855,0
2891,0.00031729537,0.63467026,0
2892,0.0003170967,0.6341934,0
2893,0.00031669933,0.63347816,0
2894,0.00031650066,0.6330013,0
2895,0.00031600395,0.63204765,0
2896,0.0003156066,0.631094,0
2897,0.0003154079,0.63085556,0
2898,0.00031501055,0.6299019,0
2899,0.00031471252,0.62942505,0
2900,0.00031411648,0.62823296,0
2901,0.0003139178,0.6277561,0
2902,0.00031352043,0.62704086,0
2903,0.00031332174,0.626564,0
2904,0.0003127257,0.62537193,0
2905,0.000312527,0.6251335,0
2906,0.00031203032,0.6239414,0
2907,0.00031183162,0.623703,0
2908,0.00031143427,0.6227493,0
2909,0.00031987825,0.63967705,0
2910,0.0003192822,0.63848495,0
2911,0.00031898418,0.6380081,0
2912,0.00031848747,0.63705444,0
2913,0.0003182888,0.6365776,0
2914,0.00031789142,0.63586235,0
2915,0.00031749406,0.6349087,0
2916,0.0003170967,0.6341934,0
2917,0.00031689802,0.6337166,0
2918,0.0003164013,0.6327629,0
2919,0.00031620264,0.6322861,0
2920,0.00031580526,0.6315708,0
2921,0.0003154079,0.63085556,0
2922,0.00031501055,0.6299019,0
2923,0.00031451383,0.6289482,0
2924,0.00031431514,0.6287098,0
2925,0.0003139178,0.6277561,0
2926,0.0003137191,0.6275177,0
2927,0.00031332174,0.626564,0
2928,0.00031312305,0.6263256,0
2929,0.00031262636,0.6251335,0
2930,0.00031222898,0.62441826,0
2931,0.0003204743,0.64086914,0
2932,0.00032017627,0.6403923,0
2933,0.00031987825,0.63967705,0
2934,0.00031958023,0.6392002,0
2935,0.00031898418,0.6380081,0
2936,0.00031858683,0.63705444,0
2937,0.00031838813,0.636816,0
2938,0.00031818944,0.6363392,0
2939,0.0003177921,0.63562393,0
2940,0.00031739473,0.63467026,0
2941,0.00031689802,0.6337166,0
2942,0.00031669933,0.63347816,0
2943,0.00031630197,0.6325245,0
2944,0.00031580526,0.6315708,0
2945,0.0003154079,0.63085556,0
2946,0.0003152092,0.6303787,0
2947,0.00031471252,0.62942505,0
2948,0.00031431514,0.6287098,0
2949,0.00031411648,0.62823296,0
2950,0.00031381845,0.6275177,0
2951,0.00031342107,0.62680244,0
2952,0.00031312305,0.6263256,0
2953,0.0003127257,0.62537193,0
2954,0.00031232834,0.6246567,0
2955,0.00031212965,0.62417984,0
2956,0.0003115336,0.62298775,0
2957,0.00031977892,0.6394386,0
2958,0.00031958023,0.6392002,0
2959,0.00031918287,0.63824654,0
2960,0.00031888485,0.6377697,0
2961,0.0003182888,0.6365776,0
2962,0.0003180901,0.63610077,0
2963,0.0003177921,0.63562393,0
2964,0.00031729537,0.63467026,0
2965,0.0003170967,0.6341934,0
2966,0.0003166,0.63323975,0
2967,0.00031610328,0.6322861,0
2968,0.00031570593,0.6313324,0
2969,0.0003156066,0.631094,0
2970,0.00031510988,0.6301403,0
2971,0.00031481186,0.62966347,0
2972,0.00031451383,0.6289482,0
2973,0.00031411648,0.62823296,0
2974,0.0003137191,0.6275177,0
2975,0.00031342107,0.62680244,0
2976,0.00031302372,0.6260872,0
2977,0.00031262636,0.6251335,0
2978,0.00031222898,0.62441826,0
2979,0.0003117323,0.6234646,0
2980,0.00032017627,0.6403923,0
2981,0.00031977892,0.6394386,0
2982,0.00031938154,0.6387234,0
2983,0.00031918287,0.63824654,0
2984,0.00031858683,0.63705444,0
2985,0.00031818944,0.6363392,0
2986,0.0003180901,0.63610077,0
2987,0.00031769276,0.6353855,0
2988,0.00031729537,0.63467026,0
2989,0.00031689802,0.6337166,0
2990,0.00031650066,0.6330013,0
2991,0.00031610328,0.6322861,0
2992,0.00031570593,0.6313324,0
2993,0.00031550723,0.631094,0
2994,0.0003149112,0.6299019,0
2995,0.00031461316,0.62918663,0
2996,0.0003144145,0.6287098,0
2997,0.0003139178,0.6277561,0
2998,0.00031361976,0.6272793,0
2999,0.00031342107,0.62680244,0
3000,0.00031302372,0.6260872,0
3001,0.00031232834,0.6246567,0
3002,0.00031212965,0.62417984,0
3003,0.00031163293,0.62322617,0
3004,0.00032007694,0.6401539,0
3005,0.00031967956,0.6394386,0
3006,0.00031918287,0.63824654,0
3007,0.0003190835,0.63824654,0
3008,0.00031868616,0.63729286,0
3009,0.00031818944,0.6363392,0
3010,0.0003177921,0.63562393,0
3011,0.00031739473,0.63467026,0
3012,0.0003170967,0.6341934,0
3013,0.00031669933,0.63347816,0
3014,0.00031620264,0.6322861,0
3015,0.00031580526,0.6315708,0
3016,0.00031570593,0.6313324,0
3017,0.00031530857,0.63061714,0
3018,0.00031501055,0.6299019,0
3019,0.0003144145,0.6287098,0
3020,0.00031411648,0.62823296,0
3021,0.0003137191,0.6275177,0
3022,0.00031342107,0.62680244,0
3023,0.00031312305,0.6263256,0
3024,0.00031262636,0.6251335,0
3025,0.00031222898,0.62441826,0
3026,0.00031193095,0.6239414,0
3027,0.0003202756,0.6406307,0
3028,0.00031987825,0.63967705,0
3029,0.00031938154,0.6387234,0
3030,0.0003190835,0.63824654,0
3031,0.00031858683,0.63705444,0
3032,0.00031838813,0.636816,0
3033,0.00031799078,0.63586235,0
3034,0.00031749406,0.6349087,0
3035,0.0003170967,0.6341934,0
3036,0.0003167987,0.63347816,0
3037,0.0003164013,0.6327629,0
3038,0.00031590462,0.63180923,0
3039,0.0003156066,0.631094,0
3040,0.00031530857,0.63061714,0
3041,0.0003149112,0.6299019,0
3042,0.0003144145,0.6287098,0
3043,0.0003142158,0.6284714,0
3044,0.00031381845,0.6275177,0
3045,0.00031352043,0.62704086,0
3046,0.00031312305,0.6263256,0
3047,0.0003127257,0.62537193,0
3048,0.00031232834,0.6246567,0
3049,0.00031193095,0.6239414,0
3050,0.00032037497,0.6406307,0
3051,0.00031987825,0.63967705,0
3052,0.00031958023,0.6392002,0
3053,0.0003190835,0.63824654,0
3054,0.0003187855,0.6375313,0
3055,0.0003182888,0.6365776,0
3056,0.00031799078,0.63586235,0
3057,0.0003175934,0.6351471,0
3058,0.00031739473,0.63467026,0
3059,0.00031669933,0.63347816,0
3060,0.00031630197,0.6325245,0
3061,0.00031600395,0.63204765,0
3062,0.0003156066,0.631094,0
3063,0.00031530857,0.63061714,0
3064,0.00031501055,0.6299019,0
3065,0.00031451383,0.6289482,0
3066,0.00031411648,0.62823296,0
3067,0.0003137191,0.6275177,0
3068,0.00031342107,0.62680244,0
3069,0.0003132224,0.6263256,0
3070,0.00031262636,0.6251335,0
3071,0.00031212965,0.62417984,0
3072,0.00031183162,0.623703,0
3073,0.00032017627,0.6403923,0
3074,0.00031987825,0.63967705,0
3075,0.00031938154,0.6387234,0
3076,0.00031898418,0.6380081,0
3077,0.00031868616,0.63729286,0
3078,0.00031818944,0.6363392,0
3079,0.00031789142,0.63586235,0
3080,0.0003175934,0.6351471,0
3081,0.00031719604,0.63443184,0
3082,0.00031669933,0.63347816,0
3083,0.0003164013,0.6327629,0
3084,0.00031590462,0.63180923,0
3085,0.00031570593,0.6313324,0
3086,0.0003152092,0.6303787,0
3087,0.0003149112,0.6299019,0
3088,0.0003144145,0.6287098,0
3089,0.00031401712,0.62799454,0
3090,0.00031352043,0.62704086,0
3091,0.00031332174,0.626564,0
3092,0.00031302372,0.6260872,0
3093,0.00031242767,0.6248951,0
3094,0.00031203032,0.6239414,0
3095,0.00031163293,0.62322617,0
3096,0.00032007694,0.6401539,0
3097,0.00031987825,0.63967705,0
3098,0.0003190835,0.63824654,0
3099,0.00031888485,0.6377697,0
3100,0.00031858683,0.63705444,0
3101,0.0003180901,0.63610077,0
3102,0.00031789142,0.63586235,0
3103,0.00031739473,0.63467026,0
3104,0.00031699735,0.633955,0
3105,0.0003166,0.63323975,0
3106,0.00031610328,0.6322861,0
3107,0.00031570593,0.6313324,0
3108,0.0003154079,0.63085556,0
3109,0.00031510988,0.6301403,0
3110,0.00031461316,0.62918663,0
3111,0.00031431514,0.6287098,0
3112,0.00031381845,0.6275177,0
3113,0.00031361976,0.6272793,0
3114,0.00031292439,0.62584877,0
3115,0.00031262636,0.6251335,0
3116,0.00031232834,0.6246567,0
3117,0.00031183162,0.623703,0
3118,0.0003202756,0.6406307,0
3119,0.00031967956,0.6394386,0
3120,0.00031938154,0.6387234,0
3121,0.00031888485,0.6377697,0
3122,0.00031858683,0.63705444,0
3123,0.00031838813,0.636816,0
3124,0.00031789142,0.63586235,0
3125,0.00031749406,0.6349087,0
3126,0.00031699735,0.633955,0
3127,0.00031669933,0.63347816,0
3128,0.00031630197,0.6325245,0
3129,0.00031590462,0.63180923,0
3130,0.0003156066,0.631094,0
3131,0.00031501055,0.6299019,0
3132,0.00031461316,0.62918663,0
3133,0.00031431514,0.6287098,0
3134,0.00031401712,0.62799454,0
3135,0.00031352043,0.62704086,0
3136,0.0003132224,0.6263256,0
3137,0.00031262636,0.6251335,0
3138,0.00031222898,0.62441826,0
3139,0.00031203032,0.6239414,0
3140,0.0003202756,0.6406307,0
3141,0.00031987825,0.63967705,0
3142,0.00031938154,0.6387234,0
3143,0.00031898418,0.6380081,0
3144,0.00031868616,0.63729286,0
3145,0.0003182888,0.6365776,0
3146,0.00031789142,0.63586235,0
3147,0.0003175934,0.6351471,0
3148,0.00031719604,0.63443184,0
3149,0.0003167987,0.63347816,0
3150,0.00031630197,0.6325245,0
3151,0.00031590462,0.63180923,0
3152,0.00031570593,0.6313324,0
3153,0.00031501055,0.6299019,0
3154,0.00031471252,0.62942505,0
3155,0.0003144145,0.6287098,0
3156,0.00031401712,0.62799454,0
3157,0.00031342107,0.62680244,0
3158,0.00031312305,0.6263256,0
3159,0.00031262636,0.6251335,0
3160,0.00031232834,0.6246567,0
3161,0.00031203032,0.6239414,0
3162,0.0003202756,0.6406307,0
3163,0.00031977892,0.6394386,0
3164,0.0003194809,0.6389618,0
3165,0.00031888485,0.6377697,0
3166,0.00031868616,0.63729286,0
3167,0.0003182888,0.6365776,0
3168,0.00031789142,0.63586235,0
3169,0.0003175934,0.6351471,0
3170,0.0003170967,0.6341934,0
3171,0.00031669933,0.63347816,0
3172,0.00031630197,0.6325245,0
3173,0.00031590462,0.63180923,0
3174,0.0003154079,0.63085556,0
3175,0.0003149112,0.6299019,0
3176,0.00031471252,0.62942505,0
3177,0.00031411648,0.62823296,0
3178,0.0003139178,0.6277561,0
3179,0.00031352043,0.62704086,0
3180,0.00031312305,0.6263256,0
3181,0.00031262636,0.6251335,0
3182,0.00031212965,0.62417984,0
3183,0.0003117323,0.6234646,0
3184,0.00032017627,0.6403923,0
3185,0.00031977892,0.6394386,0
3186,0.00031918287,0.63824654,0
3187,0.0003187855,0.6375313,0
3188,0.00031858683,0.63705444,0
3189,0.00031818944,0.6363392,0
3190,0.0003177921,0.63562393,0
3191,0.00031729537,0.63467026,0
3192,0.0003167987,0.63347816,0
3193,0.0003164013,0.6327629,0
3194,0.00031610328,0.6322861,0
3195,0.0003156066,0.631094,0
3196,0.00031530857,0.63061714,0
3197,0.0003149112,0.6299019,0
3198,0.0003144145,0.6287098,0
3199,0.00031401712,0.62799454,0
3200,0.00031381845,0.6275177,0
3201,0.00031342107,0.62680244,0
3202,0.00031282502,0.62561035,0
3203,0.00031242767,0.6248951,0
3204,0.00031203032,0.6239414,0
3205,0.00031163293,0.62322617,0
3206,0.00031977892,0.6394386,0
3207,0.0003194809,0.6389618,0
3208,0.0003190835,0.63824654,0
3209,0.00031868616,0.63729286,0
3210,0.0003182888,0.6365776,0
3211,0.00031789142,0.63586235,0
3212,0.00031739473,0.63467026,0
3213,0.0003170967,0.6341934,0
3214,0.0003166,0.63323975,0
3215,0.00031630197,0.6325245,0
3216,0.00031590462,0.63180923,0
3217,0.0003154079,0.63085556,0
3218,0.00031501055,0.6299019,0
3219,0.00031451383,0.6289482,0
3220,0.00031431514,0.6287098,0
3221,0.00031381845,0.6275177,0
3222,0.00031332174,0.626564,0
3223,0.00031312305,0.6263256,0
3224,0.00031262636,0.6251335,0
3225,0.00031222898,0.62441826,0
3226,0.0003204743,0.64086914,0
3227,0.00031987825,0.63967705,0
3228,0.00031967956,0.6394386,0
3229,0.0003192822,0.63848495,0
3230,0.00031898418,0.6380081,0
3231,0.00031818944,0.6363392,0
3232,0.00031789142,0.63586235,0
3233,0.0003175934,0.6351471,0
3234,0.0003170967,0.6341934,0
3235,0.00031689802,0.6337166,0
3236,0.00031630197,0.6325245,0
3237,0.00031580526,0.6315708,0
3238,0.00031530857,0.63061714,0
3239,0.0003152092,0.6303787,0
3240,0.00031471252,0.62942505,0
3241,0.00031431514,0.6287098,0
3242,0.0003139178,0.6277561,0
3243,0.00031342107,0.62680244,0
3244,0.00031292439,0.62584877,0
3245,0.00031262636,0.6251335,0
3246,0.00031212965,0.62417984,0
3247,0.00031163293,0.62322617,0
3248,0.00031997758,0.63991547,0
3249,0.00031967956,0.6394386,0
3250,0.00031918287,0.63824654,0
3251,0.00031868616,0.63729286,0
3252,0.00031838813,0.636816,0
3253,0.0003180901,0.63610077,0
3254,0.0003175934,0.6351471,0
3255,0.00031719604,0.63443184,0
3256,0.0003167987,0.63347816,0
3257,0.00031630197,0.6325245,0
3258,0.00031600395,0.63204765,0
3259,0.00031550723,0.631094,0
3260,0.00031501055,0.6299019,0
3261,0.00031451383,0.6289482,0
3262,0.00031431514,0.6287098,0
3263,0.0003139178,0.6277561,0
3264,0.00031352043,0.62704086,0
3265,0.00031302372,0.6260872,0
3266,0.00031262636,0.6251335,0
3267,0.00031222898,0.62441826,0
3268,0.00031183162,0.623703,0
3269,0.00032017627,0.6403923,0
3270,0.00031977892,0.6394386,0
3271,0.00031918287,0.63824654,0
3272,0.00031858683,0.63705444,0
3273,0.0003182888,0.6365776,0
3274,0.0003177921,0.63562393,0
3275,0.00031739473,0.63467026,0
3276,0.0003170967,0.6341934,0
3277,0.00031669933,0.63347816,0
3278,0.00031620264,0.6322861,0
3279,0.00031580526,0.6315708,0
3280,0.00031550723,0.631094,0
3281,0.0003149112,0.6299019,0
3282,0.00031451383,0.6289482,0
3283,0.00031401712,0.62799454,0
3284,0.0003137191,0.6275177,0
3285,0.00031332174,0.626564,0
3286,0.00031292439,0.62584877,0
3287,0.00031232834,0.6246567,0
3288,0.00031203032,0.6239414,0
3289,0.0003202756,0.6406307,0
3290,0.00031987825,0.63967705,0
3291,0.0003194809,0.6389618,0
3292,0.0003190835,0.63824654,0
3293,0.00031868616,0.63729286,0
3294,0.0003180901,0.63610077,0
3295,0.0003175934,0.6351471,0
3296,0.00031739473,0.63467026,0
3297,0.00031699735,0.633955,0
3298,0.00031650066,0.6330013,0
3299,0.00031610328,0.6322861,0
3300,0.00031580526,0.6315708,0
3301,0.0003152092,0.6303787,0
3302,0.00031481186,0.62966347,0
3303,0.0003144145,0.6287098,0
3304,0.00031381845,0.6275177,0
3305,0.00031342107,0.62680244,0
3306,0.00031312305,0.6263256,0
3307,0.0003127257,0.62537193,0
3308,0.00031242767,0.6248951,0
3309,0.00031193095,0.6239414,0
3310,0.00032007694,0.6401539,0
3311,0.00031958023,0.6392002,0
3312,0.0003192822,0.63848495,0
3313,0.0003187855,0.6375313,0
3314,0.00031838813,0.636816,0
3315,0.00031789142,0.63586235,0
3316,0.0003175934,0.6351471,0
3317,0.00031719604,0.63443184,0
3318,0.0003167987,0.63347816,0
3319,0.00031630197,0.6325245,0
3320,0.00031590462,0.63180923,0
3321,0.00031550723,0.631094,0
3322,0.00031501055,0.6299019,0
3323,0.00031451383,0.6289482,0
3324,0.0003142158,0.6284714,0
3325,0.0003137191,0.6275177,0
3326,0.00031332174,0.626564,0
3327,0.00031282502,0.62561035,0
3328,0.00031242767,0.6248951,0
3329,0.00031193095,0.6239414,0
3330,0.00032017627,0.6403923,0
3331,0.00031977892,0.6394386,0
3332,0.00031938154,0.6387234,0
3333,0.0003190835,0.63824654,0
3334,0.00031858683,0.63705444,0
3335,0.00031818944,0.6363392,0
3336,0.00031769276,0.6353855,0
3337,0.0003170967,0.6341934,0
3338,0.00031689802,0.6337166,0
3339,0.0003164013,0.6327629,0
3340,0.00031590462,0.63180923,0
3341,0.00031550723,0.631094,0
3342,0.00031510988,0.6301403,0
3343,0.00031481186,0.62966347,0
3344,0.0003142158,0.6284714,0
3345,0.0003137191,0.6275177,0
3346,0.00031342107,0.62680244,0
3347,0.00031292439,0.62584877,0
3348,0.000312527,0.6251335,0
3349,0.00031212965,0.62417984,0
3350,0.00031183162,0.623703,0
3351,0.00031977892,0.6394386,0
3352,0.0003192822,0.63848495,0
3353,0.00031888485,0.6377697,0
3354,0.00031858683,0.63705444,0
3355,0.0003182888,0.6365776,0
3356,0.0003177921,0.63562393,0
3357,0.00031739473,0.63467026,0
3358,0.00031689802,0.6337166,0
3359,0.00031630197,0.6325245,0
3360,0.00031600395,0.63204765,0
3361,0.0003156066,0.631094,0
3362,0.0003152092,0.6303787,0
3363,0.00031471252,0.62942505,0
3364,0.0003142158,0.6284714,0
3365,0.00031381845,0.6275177,0
3366,0.0003132224,0.6263256,0
3367,0.00031312305,0.6263256,0
3368,0.00031242767,0.6248951,0
3369,0.00031212965,0.62417984,0
3370,0.0003204743,0.64086914,0
3371,0.00031987825,0.63967705,0
3372,0.0003194809,0.6389618,0
3373,0.00031898418,0.6380081,0
3374,0.00031848747,0.63705444,0
3375,0.0003180901,0.63610077,0
3376,0.0003175934,0.6351471,0
3377,0.00031719604,0.63443184,0
3378,0.0003167987,0.63347816,0
3379,0.00031630197,0.6325245,0
3380,0.00031590462,0.63180923,0
3381,0.00031550723,0.631094,0
3382,0.0003149112,0.6299019,0
3383,0.00031451383,0.6289482,0
3384,0.0003142158,0.6284714,0
3385,0.0003137191,0.6275177,0
3386,0.00031332174,0.626564,0
3387,0.00031292439,0.62584877,0
3388,0.00031242767,0.6248951,0
3389,0.00031203032,0.6239414,0
3390,0.0003202756,0.6406307,0
3391,0.00031987825,0.63967705,0
3392,0.0003192822,0.63848495,0
3393,0.0003190835,0.63824654,0
3394,0.00031848747,0.63705444,0
3395,0.00031799078,0.63586235,0
3396,0.0003177921,0.63562393,0
3397,0.00031699735,0.633955,0
3398,0.0003166,0.63323975,0
3399,0.00031620264,0.6322861,0
3400,0.00031590462,0.63180923,0
3401,0.00031550723,0.631094,0
3402,0.00031510988,0.6301403,0
3403,0.00031451383,0.6289482,0
3404,0.00031401712,0.62799454,0
3405,0.00031361976,0.6272793,0
3406,0.0003132224,0.6263256,0
3407,0.0003127257,0.62537193,0
3408,0.00031212965,0.62417984,0
3409,0.0003117323,0.6234646,0
3410,0.00032017627,0.6403923,0
3411,0.00031958023,0.6392002,0
3412,0.00031898418,0.6380081,0
3413,0.0003187855,0.6375313,0
3414,0.0003182888,0.6365776,0
3415,0.00031769276,0.6353855,0
3416,0.00031739473,0.63467026,0
3417,0.00031689802,0.6337166,0
3418,0.0003166,0.63323975,0
3419,0.00031620264,0.6322861,0
3420,0.00031550723,0.631094,0
3421,0.00031510988,0.6301403,0
3422,0.00031461316,0.62918663,0
3423,0.00031431514,0.6287098,0
3424,0.00031381845,0.6275177,0
3425,0.00031342107,0.62680244,0
3426,0.00031292439,0.62584877,0
3427,0.00031242767,0.6248951,0
3428,0.00031203032,0.6239414,0
3429,0.0003202756,0.6406307,0
3430,0.00031967956,0.6394386,0
3431,0.0003192822,0.63848495,0
3432,0.0003187855,0.6375313,0
3433,0.00031848747,0.63705444,0
3434,0.0003180901,0.63610077,0
3435,0.0003175934,0.6351471,0
3436,0.00031699735,0.633955,0
3437,0.0003166,0.63323975,0
3438,0.00031620264,0.6322861,0
3439,0.00031580526,0.6315708,0
3440,0.00031530857,0.63061714,0
3441,0.00031481186,0.62966347,0
3442,0.0003144145,0.6287098,0
3443,0.00031401712,0.62799454,0
3444,0.00031361976,0.6272793,0
3445,0.00031302372,0.6260872,0
3446,0.00031262636,0.6251335,0
3447,0.00031222898,0.62441826,0
3448,0.00031183162,0.623703,0
3449,0.00031987825,0.63967705,0
3450,0.0003194809,0.6389618,0
3451,0.0003190835,0.63824654,0
3452,0.00031868616,0.63729286,0
3453,0.00031818944,0.6363392,0
3454,0.00031769276,0.6353855,0
3455,0.0003170967,0.6341934,0
3456,0.00031669933,0.63347816,0
3457,0.00031630197,0.6325245,0
3458,0.00031570593,0.6313324,0
3459,0.00031550723,0.631094,0
3460,0.0003149112,0.6299019,0
3461,0.00031451383,0.6289482,0
3462,0.00031401712,0.62799454,0
3463,0.00031352043,0.62704086,0
3464,0.0003132224,0.6263256,0
3465,0.00031262636,0.6251335,0
3466,0.00031203032,0.6239414,0
3467,0.00032037497,0.6406307,0
3468,0.00032007694,0.6401539,0
3469,0.00031958023,0.6392002,0
3470,0.00031918287,0.63824654,0
3471,0.00031868616,0.63729286,0
3472,0.00031818944,0.6363392,0
3473,0.0003175934,0.6351471,0
3474,0.00031729537,0.63467026,0
3475,0.00031669933,0.63347816,0
3476,0.00031620264,0.6322861,0
3477,0.00031600395,0.63204765,0
3478,0.00031530857,0.63061714,0
3479,0.0003149112,0.6299019,0
3480,0.00031451383,0.6289482,0
3481,0.00031401712,0.62799454,0
3482,0.00031361976,0.6272793,0
3483,0.0003132224,0.6263256,0
3484,0.0003127257,0.62537193,0
3485,0.00031222898,0.62441826,0
3486,0.00031183162,0.623703,0
3487,0.00031997758,0.63991547,0
3488,0.00031958023,0.6392002,0
3489,0.00031898418,0.6380081,0
3490,0.00031868616,0.63729286,0
3491,0.00031818944,0.6363392,0
3492,0.0003175934,0.6351471,0
3493,0.00031729537,0.63467026,0
3494,0.00031669933,0.63347816,0
3495,0.00031630197,0.6325245,0
3496,0.00031580526,0.6315708,0
3497,0.0003154079,0.63085556,0
3498,0.00031501055,0.6299019,0
3499,0.0003144145,0.6287098,0
3500,0.00031401712,0.62799454,0
3501,0.00031361976,0.6272793,0
3502,0.0003132224,0.6263256,0
3503,0.0003127257,0.62537193,0
3504,0.00031232834,0.6246567,0
3505,0.00031163293,0.62322617,0
3506,0.00031977892,0.6394386,0
3507,0.00031938154,0.6387234,0
3508,0.00031888485,0.6377697,0
3509,0.00031848747,0.63705444,0
3510,0.00031799078,0.63586235,0
3511,0.0003175934,0.6351471,0
3512,0.0003170967,0.6341934,0
3513,0.00031669933,0.63347816,0
3514,0.00031630197,0.6325245,0
3515,0.00031570593,0.6313324,0
3516,0.0003152092,0.6303787,0
3517,0.00031481186,0.62966347,0
3518,0.0003144145,0.6287098,0
3519,0.0003139178,0.6277561,0
3520,0.00031342107,0.62680244,0
3521,0.00031282502,0.62561035,0
3522,0.00031262636,0.6251335,0
3523,0.00032077232,0.6415844,0
3524,0.0003202756,0.6406307,0
3525,0.00031977892,0.6394386,0
3526,0.00031918287,0.63824654,0
3527,0.0003187855,0.6375313,0
3528,0.0003182888,0.6365776,0
3529,0.00031789142,0.63586235,0
3530,0.00031719604,0.63443184,0
3531,0.00031699735,0.633955,0
3532,0.00031650066,0.6330013,0
3533,0.00031610328,0.6322861,0
3534,0.00031550723,0.631094,0
3535,0.00031501055,0.6299019,0
3536,0.00031461316,0.62918663,0
3537,0.00031411648,0.62823296,0
3538,0.0003137191,0.6275177,0
3539,0.0003132224,0.6263256,0
3540,0.00031292439,0.62584877,0
3541,0.00031212965,0.62417984,0
3542,0.00031163293,0.62322617,0
3543,0.00031123558,0.6225109,0
3544,0.00031967956,0.6394386,0
3545,0.00031898418,0.6380081,0
3546,0.00031858683,0.63705444,0
3547,0.0003180901,0.63610077,0
3548,0.0003175934,0.6351471,0
3549,0.00031699735,0.633955,0
3550,0.0003166,0.63323975,0
3551,0.00031620264,0.6322861,0
3552,0.00031570593,0.6313324,0
3553,0.00031530857,0.63061714,0
3554,0.00031510988,0.6301403,0
3555,0.0003144145,0.6287098,0
3556,0.00031381845,0.6275177,0
3557,0.00031342107,0.62680244,0
3558,0.00031292439,0.62584877,0
3559,0.000312527,0.6251335,0
3560,0.00032057363,0.64110756,0
3561,0.00032007694,0.6401539,0
3562,0.00031967956,0.6394386,0
3563,0.0003192822,0.63848495,0
3564,0.00031858683,0.63705444,0
3565,0.00031838813,0.636816,0
3566,0.0003177921,0.63562393,0
3567,0.00031729537,0.63467026,0
3568,0.00031689802,0.6337166,0
3569,0.0003164013,0.6327629,0
3570,0.00031600395,0.63204765,0
3571,0.0003154079,0.63085556,0
3572,0.00031501055,0.6299019,0
3573,0.0003144145,0.6287098,0
3574,0.00031401712,0.62799454,0
3575,0.00031352043,0.62704086,0
3576,0.00031292439,0.62584877,0
3577,0.000312527,0.6251335,0
3578,0.00031203032,0.6239414,0
3579,0.00031163293,0.62322617,0
3580,0.00031977892,0.6394386,0
3581,0.00031938154,0.6387234,0
3582,0.00031898418,0.6380081,0
3583,0.00031848747,0.63705444,0
3584,0.00031789142,0.63586235,0
3585,0.00031749406,0.6349087,0
3586,0.00031689802,0.6337166,0
3587,0.00031650066,0.6330013,0
3588,0.00031580526,0.6315708,0
3589,0.0003156066,0.631094,0
3590,0.0003149112,0.6299019,0
3591,0.00031461316,0.62918663,0
3592,0.00031411648,0.62823296,0
3593,0.00031342107,0.62680244,0
3594,0.0003132224,0.6263256,0
3595,0.000312527,0.6251335,0
3596,0.00031232834,0.6246567,0
3597,0.0003204743,0.64086914,0
3598,0.00031977892,0.6394386,0
3599,0.0003194809,0.6389618,0
3600,0.00031888485,0.6377697,0
3601,0.0003182888,0.6365776,0
