sample,simulationStep,simulationStepsTime,timeSteps,particles,solver,fViscosity,stiffness,iterations,timeStep,densityError,cfl,boundary,bViscosity,gamma1,gamma2,gamma3
19,32725,11.5322,825,1470,IISPH,10,2500,39,0.03,0.0029233613,0.0040481305,Extrapolation,10,1,1,1
20,32758,12.3619,826,1470,IISPH,10,2500,42,0.03,0.0029092566,0.0037904682,Extrapolation,10,1,1,1
21,32792,14.3005,827,1470,IISPH,10,2500,44,0.03,0.0029132057,0.0033290894,Extrapolation,10,1,1,1
22,32825,12.3907,828,1470,IISPH,10,2500,36,0.03,0.002907902,0.0034879611,Extrapolation,10,1,1,1
23,32858,11.7181,829,1470,IISPH,10,2500,38,0.03,0.0029041665,0.003808009,Extrapolation,10,1,1,1
24,32891,23.4501,830,1470,IISPH,10,2500,85,0.03,0.0028968183,0.003213053,Extrapolation,10,1,1,1
25,32925,17.5101,831,1470,IISPH,10,2500,61,0.03,0.0029106196,0.0032531107,Extrapolation,10,1,1,1
26,32958,3.0841,832,1470,IISPH,10,2500,3,0.03,0.0028703823,0.0027844007,Extrapolation,10,1,1,1
27,32991,5.8387,833,1470,IISPH,10,2500,14,0.03,0.002906145,0.0030207527,Extrapolation,10,1,1,1
28,33025,2.765,834,1470,IISPH,10,2500,3,0.03,0.0028976477,0.0025472986,Extrapolation,10,1,1,1
29,33058,33.6996,835,1470,IISPH,10,2500,128,0.03,0.0028880418,0.002628457,Extrapolation,10,1,1,1
30,33091,27.6216,836,1470,IISPH,10,2500,101,0.03,0.002898247,0.0028192515,Extrapolation,10,1,1,1
31,33125,4.037,837,1470,IISPH,10,2500,3,0.03,0.0028854231,0.0028234054,Extrapolation,10,1,1,1
32,33158,2.6999,838,1470,IISPH,10,2500,3,0.03,0.0028987066,0.0039755558,Extrapolation,10,1,1,1
33,33191,2.4529,839,1470,IISPH,10,2500,3,0.03,0.0028934442,0.0024988388,Extrapolation,10,1,1,1
34,33224,2.6714,840,1470,IISPH,10,2500,3,0.03,0.0026488106,0.002729646,Extrapolation,10,1,1,1
35,33258,2.5062,841,1470,IISPH,10,2500,3,0.03,0.0026382608,0.0028368603,Extrapolation,10,1,1,1
36,33291,10.7395,842,1470,IISPH,10,2500,37,0.03,0.002898485,0.0027387263,Extrapolation,10,1,1,1
37,33324,2.9064,843,1470,IISPH,10,2500,4,0.03,0.0028731327,0.0023686283,Extrapolation,10,1,1,1
38,33358,3.1018,844,1470,IISPH,10,2500,3,0.03,0.0028847745,0.0025489437,Extrapolation,10,1,1,1
39,33391,2.6282,845,1470,IISPH,10,2500,3,0.03,0.002454365,0.002557438,Extrapolation,10,1,1,1
40,33424,5.9384,846,1470,IISPH,10,2500,17,0.03,0.0029190101,0.004263111,Extrapolation,10,1,1,1
41,33458,2.5484,847,1470,IISPH,10,2500,3,0.03,0.0026321935,0.0033043034,Extrapolation,10,1,1,1
42,33491,11.4721,848,1470,IISPH,10,2500,39,0.03,0.002962597,0.00842958,Extrapolation,10,1,1,1
43,33524,11.0647,849,1470,IISPH,10,2500,33,0.03,0.0029290675,0.007902585,Extrapolation,10,1,1,1
44,33557,6.8289,850,1470,IISPH,10,2500,23,0.03,0.0029219985,0.004907897,Extrapolation,10,1,1,1
45,33591,23.0147,851,1470,IISPH,10,2500,79,0.03,0.003003023,0.009731058,Extrapolation,10,1,1,1
46,33624,6.0939,852,1470,IISPH,10,2500,17,0.03,0.0029085916,0.0034269236,Extrapolation,10,1,1,1
47,33657,19.2675,853,1470,IISPH,10,2500,69,0.03,0.002989534,0.008057115,Extrapolation,10,1,1,1
48,33691,7.615,854,1470,IISPH,10,2500,24,0.03,0.0029168017,0.0040429668,Extrapolation,10,1,1,1
49,33724,9.3606,855,1470,IISPH,10,2500,26,0.03,0.0029306437,0.005886307,Extrapolation,10,1,1,1
50,33757,20.227,856,1470,IISPH,10,2500,65,0.03,0.0029341904,0.0063395784,Extrapolation,10,1,1,1
51,33791,11.2734,857,1470,IISPH,10,2500,33,0.03,0.0029264074,0.0046163625,Extrapolation,10,1,1,1
52,33824,13.6204,858,1470,IISPH,10,2500,43,0.03,0.0029241084,0.0040763896,Extrapolation,10,1,1,1
53,33857,9.3233,859,1470,IISPH,10,2500,27,0.03,0.0029132876,0.0036960535,Extrapolation,10,1,1,1
54,33890,17.3259,860,1470,IISPH,10,2500,58,0.03,0.0029267357,0.0050126077,Extrapolation,10,1,1,1
55,33924,11.6561,861,1470,IISPH,10,2500,37,0.03,0.0029067935,0.00288666,Extrapolation,10,1,1,1
56,33957,13.4138,862,1470,IISPH,10,2500,43,0.03,0.0029186734,0.0042790356,Extrapolation,10,1,1,1
57,33990,14.488,863,1470,IISPH,10,2500,44,0.03,0.0029065965,0.0033454704,Extrapolation,10,1,1,1
58,34024,20.3254,864,1470,IISPH,10,2500,78,0.03,0.0028981732,0.0030294633,Extrapolation,10,1,1,1
59,34057,17.3035,865,1470,IISPH,10,2500,62,0.03,0.002912204,0.004013717,Extrapolation,10,1,1,1
60,34090,2.583,866,1470,IISPH,10,2500,3,0.03,0.002837066,0.0024443944,Extrapolation,10,1,1,1
61,34124,24.2892,867,1470,IISPH,10,2500,86,0.03,0.0029156276,0.004450479,Extrapolation,10,1,1,1
62,34157,2.5484,868,1470,IISPH,10,2500,3,0.03,0.0027907533,0.0024408125,Extrapolation,10,1,1,1
63,34190,11.7653,869,1470,IISPH,10,2500,37,0.03,0.0029085916,0.00392124,Extrapolation,10,1,1,1
64,34223,13.8291,870,1470,IISPH,10,2500,42,0.03,0.0028970237,0.0024554464,Extrapolation,10,1,1,1
65,34257,3.6269,871,1470,IISPH,10,2500,3,0.03,0.002821385,0.0033589995,Extrapolation,10,1,1,1
66,34290,8.1526,872,1470,IISPH,10,2500,25,0.03,0.0029016868,0.0023279071,Extrapolation,10,1,1,1
67,34323,30.8839,873,1470,IISPH,10,2500,114,0.03,0.002859775,0.0022676664,Extrapolation,10,1,1,1
68,34357,2.5833,874,1470,IISPH,10,2500,3,0.03,0.002890464,0.0027492144,Extrapolation,10,1,1,1
69,34390,2.6204,875,1470,IISPH,10,2500,3,0.03,0.0028931322,0.002323463,Extrapolation,10,1,1,1
70,34423,8.5661,876,1470,IISPH,10,2500,26,0.03,0.0028879598,0.0019722774,Extrapolation,10,1,1,1
71,34457,2.688,877,1470,IISPH,10,2500,3,0.03,0.002905439,0.0025658314,Extrapolation,10,1,1,1
72,34490,2.675,878,1470,IISPH,10,2500,3,0.03,0.0027674863,0.0017094335,Extrapolation,10,1,1,1
73,34523,2.337,879,1470,IISPH,10,2500,3,0.03,0.0028790685,0.0019590352,Extrapolation,10,1,1,1
74,34556,7.2066,880,1470,IISPH,10,2500,18,0.03,0.002905603,0.0027957347,Extrapolation,10,1,1,1
75,34590,2.6187,881,1470,IISPH,10,2500,3,0.03,0.002727996,0.001973328,Extrapolation,10,1,1,1
76,34623,5.0863,882,1470,IISPH,10,2500,13,0.03,0.002936834,0.0065190815,Extrapolation,10,1,1,1
77,34656,2.553,883,1470,IISPH,10,2500,3,0.03,0.0028881487,0.0035938886,Extrapolation,10,1,1,1
78,34690,6.1722,884,1470,IISPH,10,2500,17,0.03,0.0028974835,0.0065232227,Extrapolation,10,1,1,1
79,34723,27.5736,885,1470,IISPH,10,2500,103,0.03,0.0031231027,0.009391383,Extrapolation,10,1,1,1
80,34756,13.6037,886,1470,IISPH,10,2500,47,0.03,0.0030096732,0.007986538,Extrapolation,10,1,1,1
81,34790,6.9828,887,1470,IISPH,10,2500,23,0.03,0.0029617103,0.0051494753,Extrapolation,10,1,1,1
82,34823,10.5473,888,1470,IISPH,10,2500,35,0.03,0.0029816525,0.008614797,Extrapolation,10,1,1,1
83,34856,11.4652,889,1470,IISPH,10,2500,37,0.03,0.0029564477,0.005256509,Extrapolation,10,1,1,1
84,34889,10.9846,890,1470,IISPH,10,2500,35,0.03,0.0029467107,0.0047509526,Extrapolation,10,1,1,1
85,34923,32.7033,891,1470,IISPH,10,2500,122,0.03,0.0030052562,0.0060309027,Extrapolation,10,1,1,1
86,34956,6.7833,892,1470,IISPH,10,2500,19,0.03,0.0029274665,0.0053756684,Extrapolation,10,1,1,1
87,34989,11.3674,893,1470,IISPH,10,2500,39,0.03,0.0029500276,0.0064422353,Extrapolation,10,1,1,1
88,35023,6.0536,894,1470,IISPH,10,2500,20,0.03,0.002919043,0.004380336,Extrapolation,10,1,1,1
89,35056,15.2829,895,1470,IISPH,10,2500,55,0.03,0.0029516695,0.004886256,Extrapolation,10,1,1,1
90,35089,16.6963,896,1470,IISPH,10,2500,57,0.03,0.002936563,0.004706507,Extrapolation,10,1,1,1
91,35123,10.5007,897,1470,IISPH,10,2500,33,0.03,0.0029517105,0.0052313805,Extrapolation,10,1,1,1
92,35156,8.901,898,1470,IISPH,10,2500,27,0.03,0.002912787,0.0039258883,Extrapolation,10,1,1,1
93,35189,13.6237,899,1470,IISPH,10,2500,46,0.03,0.002933353,0.0050939643,Extrapolation,10,1,1,1
94,35222,11.2333,900,1470,IISPH,10,2500,35,0.03,0.0029179838,0.0035635196,Extrapolation,10,1,1,1
95,35256,13.0049,901,1470,IISPH,10,2500,45,0.03,0.0029135013,0.0040723486,Extrapolation,10,1,1,1
96,35289,11.3003,902,1470,IISPH,10,2500,40,0.03,0.0029097162,0.0031971773,Extrapolation,10,1,1,1
97,35322,13.1806,903,1470,IISPH,10,2500,43,0.03,0.0029075241,0.003327506,Extrapolation,10,1,1,1
98,35356,10.8812,904,1470,IISPH,10,2500,34,0.03,0.0029076228,0.0040453332,Extrapolation,10,1,1,1
99,35389,2.3265,905,1470,IISPH,10,2500,3,0.03,0.0025862914,0.0034146297,Extrapolation,10,1,1,1
100,35422,17.5945,906,1470,IISPH,10,2500,63,0.03,0.0029045606,0.002756957,Extrapolation,10,1,1,1
101,35456,10.3238,907,1470,IISPH,10,2500,33,0.03,0.0029049134,0.0035959773,Extrapolation,10,1,1,1
102,35489,3.5778,908,1470,IISPH,10,2500,3,0.03,0.0025566695,0.0029468774,Extrapolation,10,1,1,1
103,35522,14.1621,909,1470,IISPH,10,2500,47,0.03,0.002903912,0.0032550571,Extrapolation,10,1,1,1
104,35555,2.5977,910,1470,IISPH,10,2500,3,0.03,0.0028963916,0.003172437,Extrapolation,10,1,1,1
105,35589,2.598,911,1470,IISPH,10,2500,3,0.03,0.0028969415,0.0032865528,Extrapolation,10,1,1,1
106,35622,27.0241,912,1470,IISPH,10,2500,104,0.03,0.002893091,0.00327057,Extrapolation,10,1,1,1
107,35655,24.2839,913,1470,IISPH,10,2500,84,0.03,0.0028552182,0.0022718417,Extrapolation,10,1,1,1
108,35689,5.1374,914,1470,IISPH,10,2500,3,0.03,0.0028492825,0.0034682583,Extrapolation,10,1,1,1
109,35722,36.9501,915,1470,IISPH,10,2500,139,0.03,0.0028868269,0.0025347732,Extrapolation,10,1,1,1
110,35755,37.5316,916,1470,IISPH,10,2500,142,0.03,0.0028867777,0.0026116788,Extrapolation,10,1,1,1
111,35789,2.6903,917,1470,IISPH,10,2500,3,0.03,0.002911892,0.0029186618,Extrapolation,10,1,1,1
112,35822,3.9605,918,1470,IISPH,10,2500,4,0.03,0.0028846182,0.0021609205,Extrapolation,10,1,1,1
113,35855,2.8994,919,1470,IISPH,10,2500,3,0.03,0.0028138235,0.0033024442,Extrapolation,10,1,1,1
114,35888,2.3961,920,1470,IISPH,10,2500,3,0.03,0.0027857206,0.0020744798,Extrapolation,10,1,1,1
115,35922,5.1518,921,1470,IISPH,10,2500,11,0.03,0.0029080908,0.003632087,Extrapolation,10,1,1,1
116,35955,3.5228,922,1470,IISPH,10,2500,3,0.03,0.0027859178,0.0024727301,Extrapolation,10,1,1,1
117,35988,13.1097,923,1470,IISPH,10,2500,43,0.03,0.0029502902,0.0042536203,Extrapolation,10,1,1,1
118,36022,13.9664,924,1470,IISPH,10,2500,45,0.03,0.002929757,0.0037647744,Extrapolation,10,1,1,1
119,36055,7.7022,925,1470,IISPH,10,2500,22,0.03,0.0029149544,0.0038411985,Extrapolation,10,1,1,1
120,36088,19.0138,926,1470,IISPH,10,2500,67,0.03,0.0029571948,0.0046647377,Extrapolation,10,1,1,1
121,36122,7.4172,927,1470,IISPH,10,2500,26,0.03,0.0029048068,0.0030421554,Extrapolation,10,1,1,1
122,36155,7.9352,928,1470,IISPH,10,2500,24,0.03,0.0029093223,0.0035924849,Extrapolation,10,1,1,1
123,36188,18.1608,929,1470,IISPH,10,2500,63,0.03,0.0029222777,0.0033995414,Extrapolation,10,1,1,1
124,36222,10.6662,930,1470,IISPH,10,2500,33,0.03,0.0029058084,0.0035814296,Extrapolation,10,1,1,1
125,36255,15.3795,931,1470,IISPH,10,2500,45,0.03,0.002910168,0.0032336323,Extrapolation,10,1,1,1
126,36288,4.9953,932,1470,IISPH,10,2500,3,0.03,0.0028969662,0.0024242525,Extrapolation,10,1,1,1
127,36321,2.4542,933,1470,IISPH,10,2500,3,0.03,0.0028400626,0.0037689023,Extrapolation,10,1,1,1
128,36355,12.2895,934,1470,IISPH,10,2500,39,0.03,0.0029060463,0.0031259607,Extrapolation,10,1,1,1
129,36388,2.3013,935,1470,IISPH,10,2500,3,0.03,0.0026355842,0.002221027,Extrapolation,10,1,1,1
130,36421,2.3634,936,1470,IISPH,10,2500,3,0.03,0.0028907678,0.0023102758,Extrapolation,10,1,1,1
131,36455,2.4668,937,1470,IISPH,10,2500,3,0.03,0.0028982307,0.0019620077,Extrapolation,10,1,1,1
132,36488,2.9792,938,1470,IISPH,10,2500,3,0.03,0.0028837482,0.0018031639,Extrapolation,10,1,1,1
133,36521,13.8358,939,1470,IISPH,10,2500,47,0.03,0.0029065227,0.0026691784,Extrapolation,10,1,1,1
134,36555,3.6332,940,1470,IISPH,10,2500,3,0.03,0.002720254,0.0016416019,Extrapolation,10,1,1,1
135,36588,23.5096,941,1470,IISPH,10,2500,84,0.03,0.0028918595,0.00235977,Extrapolation,10,1,1,1
136,36621,13.7769,942,1470,IISPH,10,2500,44,0.03,0.0028965476,0.0020686684,Extrapolation,10,1,1,1
137,36654,3.2157,943,1470,IISPH,10,2500,3,0.03,0.0026312328,0.001893083,Extrapolation,10,1,1,1
138,36688,16.4229,944,1470,IISPH,10,2500,54,0.03,0.0029030417,0.0024106805,Extrapolation,10,1,1,1
139,36721,2.6112,945,1470,IISPH,10,2500,3,0.03,0.0029107097,0.001998862,Extrapolation,10,1,1,1
140,36754,4.8107,946,1470,IISPH,10,2500,10,0.03,0.002898017,0.0023615547,Extrapolation,10,1,1,1
141,36788,2.5883,947,1470,IISPH,10,2500,3,0.03,0.0028810059,0.0019784612,Extrapolation,10,1,1,1
142,36821,18.098,948,1470,IISPH,10,2500,65,0.03,0.0029068345,0.0027124656,Extrapolation,10,1,1,1
143,36854,3.7441,949,1470,IISPH,10,2500,5,0.03,0.002890546,0.002158076,Extrapolation,10,1,1,1
144,36888,12.777,950,1470,IISPH,10,2500,42,0.03,0.0029167442,0.0026317881,Extrapolation,10,1,1,1
145,36921,97.1053,951,1470,IISPH,10,2500,368,0.03,0.002846885,0.0027658876,Extrapolation,10,1,1,1
146,36954,10.2236,952,1470,IISPH,10,2500,34,0.03,0.0029050284,0.0026030513,Extrapolation,10,1,1,1
147,36987,4.1807,953,1470,IISPH,10,2500,3,0.03,0.0023699743,0.002443612,Extrapolation,10,1,1,1
148,37021,44.9065,954,1470,IISPH,10,2500,164,0.03,0.0028924013,0.0025287897,Extrapolation,10,1,1,1
149,37054,2.3051,955,1470,IISPH,10,2500,3,0.03,0.0028857843,0.0024672106,Extrapolation,10,1,1,1
150,37087,2.5065,956,1470,IISPH,10,2500,3,0.03,0.0028967855,0.0017384547,Extrapolation,10,1,1,1
151,37121,9.6927,957,1470,IISPH,10,2500,32,0.03,0.0028932716,0.0018426314,Extrapolation,10,1,1,1
152,37154,67.6824,958,1470,IISPH,10,2500,261,0.03,0.0028855295,0.0016395696,Extrapolation,10,1,1,1
153,37187,2.6055,959,1470,IISPH,10,2500,3,0.03,0.0028928367,0.0019407286,Extrapolation,10,1,1,1
154,37221,2.8831,960,1470,IISPH,10,2500,3,0.03,0.0027781348,0.0017915147,Extrapolation,10,1,1,1
155,37254,10.2003,961,1470,IISPH,10,2500,33,0.03,0.0028875575,0.001520585,Extrapolation,10,1,1,1
156,37287,19.2025,962,1470,IISPH,10,2500,66,0.03,0.0028899796,0.002002378,Extrapolation,10,1,1,1
157,37320,4.3756,963,1470,IISPH,10,2500,8,0.03,0.0028881324,0.0011389763,Extrapolation,10,1,1,1
158,37354,5.5406,964,1470,IISPH,10,2500,12,0.03,0.0028938218,0.0013607386,Extrapolation,10,1,1,1
159,37387,10.4269,965,1470,IISPH,10,2500,27,0.03,0.0028850862,0.0013302455,Extrapolation,10,1,1,1
160,37420,2.4724,966,1470,IISPH,10,2500,3,0.03,0.0028842408,0.0011251682,Extrapolation,10,1,1,1
161,37454,13.7843,967,1470,IISPH,10,2500,45,0.03,0.0028836331,0.0011154365,Extrapolation,10,1,1,1
162,37487,3.34,968,1470,IISPH,10,2500,3,0.03,0.0026521357,0.0010243104,Extrapolation,10,1,1,1
163,37520,8.2751,969,1470,IISPH,10,2500,25,0.03,0.0029099216,0.001987714,Extrapolation,10,1,1,1
164,37554,7.7599,970,1470,IISPH,10,2500,23,0.03,0.0028836823,0.0011181595,Extrapolation,10,1,1,1
165,37587,2.5498,971,1470,IISPH,10,2500,3,0.03,0.002885817,0.0020294453,Extrapolation,10,1,1,1
166,37620,2.6054,972,1470,IISPH,10,2500,3,0.03,0.002318908,0.001384696,Extrapolation,10,1,1,1
167,37653,23.6907,973,1470,IISPH,10,2500,85,0.03,0.0029750105,0.0049361633,Extrapolation,10,1,1,1
168,37687,3.5413,974,1470,IISPH,10,2500,3,0.03,0.002631389,0.001733857,Extrapolation,10,1,1,1
169,37720,21.9116,975,1470,IISPH,10,2500,73,0.03,0.0028664826,0.0029520504,Extrapolation,10,1,1,1
170,37753,30.7474,976,1470,IISPH,10,2500,111,0.03,0.0029490916,0.0049504098,Extrapolation,10,1,1,1
171,37787,8.7596,977,1470,IISPH,10,2500,25,0.03,0.0029094208,0.0031151688,Extrapolation,10,1,1,1
172,37820,2.6472,978,1470,IISPH,10,2500,3,0.03,0.0020986418,0.0024972225,Extrapolation,10,1,1,1
173,37853,9.7476,979,1470,IISPH,10,2500,28,0.03,0.0028949382,0.0035850047,Extrapolation,10,1,1,1
174,37887,23.4743,980,1470,IISPH,10,2500,88,0.03,0.0029444776,0.003501495,Extrapolation,10,1,1,1
175,37920,8.7064,981,1470,IISPH,10,2500,27,0.03,0.0028997248,0.0022719481,Extrapolation,10,1,1,1
176,37953,2.6643,982,1470,IISPH,10,2500,3,0.03,0.0027252047,0.0018642198,Extrapolation,10,1,1,1
177,37986,13.7883,983,1470,IISPH,10,2500,47,0.03,0.0029100531,0.0024978593,Extrapolation,10,1,1,1
178,38020,12.3312,984,1470,IISPH,10,2500,43,0.03,0.0029016542,0.0023504666,Extrapolation,10,1,1,1
179,38053,2.5846,985,1470,IISPH,10,2500,3,0.03,0.00289782,0.0023921952,Extrapolation,10,1,1,1
180,38086,26.7161,986,1470,IISPH,10,2500,95,0.03,0.0028935017,0.001682343,Extrapolation,10,1,1,1
181,38120,2.8657,987,1470,IISPH,10,2500,3,0.03,0.0028777386,0.0023440674,Extrapolation,10,1,1,1
182,38153,3.2098,988,1470,IISPH,10,2500,3,0.03,0.0027812135,0.0019746947,Extrapolation,10,1,1,1
183,38186,2.9808,989,1470,IISPH,10,2500,3,0.03,0.0028202683,0.0016990679,Extrapolation,10,1,1,1
184,38220,2.6069,990,1470,IISPH,10,2500,3,0.03,0.0028902423,0.0014812278,Extrapolation,10,1,1,1
185,38253,17.7921,991,1470,IISPH,10,2500,64,0.03,0.0028936574,0.0017186346,Extrapolation,10,1,1,1
186,38286,2.8568,992,1470,IISPH,10,2500,3,0.03,0.0028717534,0.0015775334,Extrapolation,10,1,1,1
187,38319,2.8921,993,1470,IISPH,10,2500,3,0.03,0.0027294576,0.001428629,Extrapolation,10,1,1,1
188,38353,2.7384,994,1470,IISPH,10,2500,3,0.03,0.0028883703,0.0014495769,Extrapolation,10,1,1,1
189,38386,6.6337,995,1470,IISPH,10,2500,19,0.03,0.0028865149,0.0012506992,Extrapolation,10,1,1,1
190,38419,2.8682,996,1470,IISPH,10,2500,3,0.03,0.0027928962,0.0014116958,Extrapolation,10,1,1,1
191,38453,2.8214,997,1470,IISPH,10,2500,3,0.03,0.0027759506,0.0011078304,Extrapolation,10,1,1,1
192,38486,2.6708,998,1470,IISPH,10,2500,3,0.03,0.002837099,0.001244972,Extrapolation,10,1,1,1
193,38519,7.3498,999,1470,IISPH,10,2500,20,0.03,0.0028813838,0.0011067335,Extrapolation,10,1,1,1
194,38553,2.3287,1000,1470,IISPH,10,2500,3,0.03,0.0028839945,0.0010841636,Extrapolation,10,1,1,1
195,38586,5.9551,1001,1470,IISPH,10,2500,16,0.03,0.0028820734,0.0010278504,Extrapolation,10,1,1,1
196,38619,10.9395,1002,1470,IISPH,10,2500,35,0.03,0.0028868022,0.0009673846,Extrapolation,10,1,1,1
197,38652,218.8851,1003,1470,IISPH,10,2500,1000,0.03,0.0033935157,0.0063936543,Mirroring,10,1,1,1
198,38686,2.8242,1004,1470,IISPH,10,2500,3,0.03,0.0028106298,0.0049535222,Mirroring,10,1,1,1
199,38719,3.0095,1005,1470,IISPH,10,2500,3,0.03,0.00076533674,0.0033872926,Mirroring,10,1,1,1
200,38752,2.3918,1006,1470,IISPH,10,2500,3,0.03,0.0018887611,0.0035183744,Mirroring,10,1,1,1
201,38786,3.7135,1007,1470,IISPH,10,2500,9,0.03,0.0030220128,0.009506201,Mirroring,10,1,1,1
202,38819,25.338,1008,1470,IISPH,10,2500,101,0.03,0.0031306888,0.009580006,Mirroring,10,1,1,1
203,38852,13.0475,1009,1470,IISPH,10,2500,37,0.03,0.0031156726,0.011694037,Mirroring,10,1,1,1
204,38886,37.1199,1010,1470,IISPH,10,2500,157,0.03,0.0033422278,0.018131085,Mirroring,10,1,1,1
205,38919,14.4435,1011,1470,IISPH,10,2500,55,0.03,0.0031732658,0.008795559,Mirroring,10,1,1,1
206,38952,5.0965,1012,1470,IISPH,10,2500,16,0.03,0.0031167562,0.009537372,Mirroring,10,1,1,1
207,38985,8.0735,1013,1470,IISPH,10,2500,29,0.03,0.0031246378,0.00992348,Mirroring,10,1,1,1
208,39019,13.1302,1014,1470,IISPH,10,2500,47,0.03,0.0033644685,0.01327231,Mirroring,10,1,1,1
209,39052,4.7219,1015,1470,IISPH,10,2500,14,0.03,0.0031703513,0.011572799,Mirroring,10,1,1,1
210,39085,9.1151,1016,1470,IISPH,10,2500,36,0.03,0.003340011,0.01823052,Mirroring,10,1,1,1
211,39119,9.8794,1017,1470,IISPH,10,2500,29,0.03,0.00326319,0.01546437,Mirroring,10,1,1,1
212,39152,8.3028,1018,1470,IISPH,10,2500,28,0.03,0.0032379113,0.013492099,Mirroring,10,1,1,1
213,39185,7.6302,1019,1470,IISPH,10,2500,27,0.03,0.0031750966,0.008453894,Mirroring,10,1,1,1
214,39219,7.9189,1020,1470,IISPH,10,2500,23,0.03,0.0031525355,0.008572994,Mirroring,10,1,1,1
215,39252,14.3536,1021,1470,IISPH,10,2500,48,0.03,0.0032642737,0.012436578,Mirroring,10,1,1,1
216,39285,11.5701,1022,1470,IISPH,10,2500,42,0.03,0.0032065902,0.011617307,Mirroring,10,1,1,1
217,39318,10.1465,1023,1470,IISPH,10,2500,33,0.03,0.0032168364,0.011981978,Mirroring,10,1,1,1
218,39352,17.0772,1024,1470,IISPH,10,2500,65,0.03,0.0033137554,0.011971143,Mirroring,10,1,1,1
219,39385,6.8436,1025,1470,IISPH,10,2500,20,0.03,0.003109786,0.008475942,Mirroring,10,1,1,1
220,39418,14.7889,1026,1470,IISPH,10,2500,53,0.03,0.003308542,0.010164335,Mirroring,10,1,1,1
221,39452,7.7375,1027,1470,IISPH,10,2500,30,0.03,0.0031755646,0.009565267,Mirroring,10,1,1,1
222,39485,12.0406,1028,1470,IISPH,10,2500,44,0.03,0.003235317,0.012953095,Mirroring,10,1,1,1
223,39518,7.3804,1029,1470,IISPH,10,2500,25,0.03,0.0031026353,0.009511372,Mirroring,10,1,1,1
224,39552,8.2484,1030,1470,IISPH,10,2500,28,0.03,0.0031685452,0.010125504,Mirroring,10,1,1,1
225,39585,15.4029,1031,1470,IISPH,10,2500,59,0.03,0.0032570572,0.01511434,Mirroring,10,1,1,1
226,39618,8.1918,1032,1470,IISPH,10,2500,28,0.03,0.0031641773,0.013717786,Mirroring,10,1,1,1
227,39651,8.3704,1033,1470,IISPH,10,2500,28,0.03,0.0031223802,0.009947795,Mirroring,10,1,1,1
228,39685,19.6174,1034,1470,IISPH,10,2500,74,0.03,0.003242123,0.014098408,Mirroring,10,1,1,1
229,39718,5.5224,1035,1470,IISPH,10,2500,16,0.03,0.0030769624,0.00798781,Mirroring,10,1,1,1
230,39751,27.157,1036,1470,IISPH,10,2500,105,0.03,0.0034324394,0.023775125,Mirroring,10,1,1,1
231,39785,11.5052,1037,1470,IISPH,10,2500,40,0.03,0.0032614742,0.012203677,Mirroring,10,1,1,1
