sample,fps,frameDuration,particleCount
0,736.2686,1,1224
1,548.6065,1,1224
2,548.6065,1,1224
3,548.6065,1,1224
4,548.6065,1,1224
5,548.6065,1,1224
6,548.6065,1,1224
7,548.6065,1,1224
8,548.6065,1,1224
9,548.6065,1,1224
10,548.6065,1,1224
11,548.6065,1,1224
12,548.6065,1,1224
13,548.6065,1,1224
14,548.6065,1,1224
15,548.6065,1,1224
16,548.6065,1,1224
17,548.6065,1,1224
18,548.6065,1,1224
19,548.6065,1,1224
20,548.6065,1,1224
21,548.6065,1,1224
22,548.6065,1,1224
23,548.6065,1,1224
24,548.6065,1,1224
25,548.6065,1,1224
26,548.6065,1,1224
27,548.6065,1,1224
28,548.6065,1,1224
29,548.6065,1,1224
30,548.6065,1,1224
31,548.6065,1,1224
32,548.6065,1,1224
33,548.6065,1,1224
34,548.6065,1,1224
35,548.6065,1,1224
36,548.6065,1,1224
37,548.6065,1,1224
38,548.6065,1,1224
39,548.6065,1,1224
40,548.6065,1,1224
41,548.6065,1,1224
42,548.6065,1,1224
43,548.6065,1,1224
44,548.6065,1,1224
45,548.6065,1,1224
46,548.6065,1,1224
47,548.6065,1,1224
48,548.6065,1,1224
49,548.6065,1,1224
50,548.6065,1,1224
51,548.6065,1,1224
52,548.6065,1,1224
53,548.6065,1,1224
54,548.6065,1,1224
55,548.6065,1,1224
56,548.6065,1,1224
57,548.6065,1,1224
58,548.6065,1,1224
59,548.6065,1,1224
60,548.6065,1,1224
61,548.6065,1,1224
62,548.6065,1,1224
63,548.6065,1,1224
64,548.6065,1,1224
65,548.6065,1,1224
66,548.6065,1,1224
67,548.6065,1,1224
68,548.6065,1,1224
69,548.6065,1,1224
70,548.6065,1,1224
71,548.6065,1,1224
72,548.6065,1,1224
73,548.6065,1,1224
74,548.6065,1,1224
75,548.6065,1,1224
76,548.6065,1,1224
77,548.6065,1,1224
78,548.6065,1,1224
79,548.6065,1,1224
80,548.6065,1,1224
81,548.6065,1,1224
82,548.6065,1,1224
83,548.6065,1,1224
84,548.6065,1,1224
85,548.6065,1,1224
86,548.6065,1,1224
87,548.6065,1,1224
88,548.6065,1,1224
89,548.6065,1,1224
90,548.6065,1,1224
91,548.6065,1,1224
92,548.6065,1,1224
93,548.6065,1,1224
94,548.6065,1,1224
95,548.6065,1,1224
96,548.6065,1,1224
97,548.6065,1,1224
98,762.079,1,1224
99,762.079,1,1224
100,762.079,1,1224
101,762.079,1,1224
102,762.079,1,1224
103,762.079,1,1224
104,762.079,1,1224
105,762.079,1,1224
106,762.079,1,1224
107,762.079,1,1224
108,762.079,1,1224
109,762.079,1,1224
110,762.079,1,1224
111,762.079,1,1224
112,762.079,1,1224
113,762.079,1,1224
114,762.079,1,1224
115,762.079,1,1224
116,762.079,1,1224
117,762.079,1,1224
118,762.079,1,1224
119,762.079,1,1224
120,762.079,1,1224
121,762.079,1,1224
122,762.079,1,1224
123,762.079,1,1224
124,762.079,1,1224
125,762.079,1,1224
126,762.079,1,1224
127,762.079,1,1224
128,762.079,1,1224
129,762.079,1,1224
130,762.079,1,1224
131,762.079,1,1224
132,762.079,1,1224
133,762.079,1,1224
134,762.079,1,1224
135,762.079,1,1224
136,762.079,1,1224
137,762.079,1,1224
138,762.079,1,1224
139,762.079,1,1224
140,762.079,1,1224
141,762.079,1,1224
142,762.079,1,1224
143,762.079,1,1224
144,762.079,1,1224
145,762.079,1,1224
146,762.079,1,1224
147,762.079,1,1224
148,762.079,1,1224
149,762.079,1,1224
150,762.079,1,1224
151,762.079,1,1224
152,762.079,1,1224
153,762.079,1,1224
154,762.079,1,1224
155,762.079,1,1224
156,762.079,1,1224
157,762.079,1,1224
158,762.079,1,1224
159,762.079,1,1224
160,762.079,1,1224
161,762.079,1,1224
162,762.079,1,1224
163,762.079,1,1224
164,762.079,1,1224
165,762.079,1,1224
166,762.079,1,1224
167,762.079,1,1224
168,762.079,1,1224
169,762.079,1,1224
170,762.079,1,1224
171,762.079,1,1224
172,762.079,1,1224
173,762.079,1,1224
174,762.079,1,1224
175,762.079,1,1224
176,762.079,1,1224
177,762.079,1,1224
178,762.079,1,1224
179,762.079,1,1224
180,762.079,1,1224
181,762.079,1,1224
182,762.079,1,1224
183,762.079,1,1224
184,762.079,1,1224
185,762.079,1,1224
186,486.85492,2,1224
187,486.85492,2,1224
188,486.85492,2,1224
189,486.85492,2,1224
190,486.85492,2,1224
191,486.85492,2,1224
192,486.85492,2,1224
193,486.85492,2,1224
194,486.85492,2,1224
195,486.85492,2,1224
196,486.85492,2,1224
197,486.85492,2,1224
198,486.85492,2,1224
199,486.85492,2,1224
200,486.85492,2,1224
201,486.85492,2,1224
202,486.85492,2,1224
203,486.85492,2,1224
204,486.85492,2,1224
205,486.85492,2,1224
206,486.85492,2,1224
207,486.85492,2,1224
208,486.85492,2,1224
209,486.85492,2,1224
210,486.85492,2,1224
211,486.85492,2,1224
212,486.85492,2,1224
213,486.85492,2,1224
214,486.85492,2,1224
215,486.85492,2,1224
216,486.85492,2,1224
217,486.85492,2,1224
218,486.85492,2,1224
219,486.85492,2,1224
220,486.85492,2,1224
221,486.85492,2,1224
222,486.85492,2,1224
223,486.85492,2,1224
224,486.85492,2,1224
225,486.85492,2,1224
226,486.85492,2,1224
227,486.85492,2,1224
228,486.85492,2,1224
229,486.85492,2,1224
230,486.85492,2,1224
231,486.85492,2,1224
232,486.85492,2,1224
233,486.85492,2,1224
234,486.85492,2,1224
235,486.85492,2,1224
236,486.85492,2,1224
237,486.85492,2,1224
238,486.85492,2,1224
239,486.85492,2,1224
240,486.85492,2,1224
241,486.85492,2,1224
242,486.85492,2,1224
243,486.85492,2,1224
244,486.85492,2,1224
245,486.85492,2,1224
246,486.85492,2,1224
247,486.85492,2,1224
248,486.85492,2,1224
249,486.85492,2,1224
250,486.85492,2,1224
251,486.85492,2,1224
252,486.85492,2,1224
253,486.85492,2,1224
254,486.85492,2,1224
255,486.85492,2,1224
256,486.85492,2,1224
257,486.85492,2,1224
258,486.85492,2,1224
259,486.85492,2,1224
260,486.85492,2,1224
261,486.85492,2,1224
262,469.37338,2,1224
263,469.37338,2,1224
264,469.37338,2,1224
265,469.37338,2,1224
266,469.37338,2,1224
267,469.37338,2,1224
268,469.37338,2,1224
269,469.37338,2,1224
270,469.37338,2,1224
271,469.37338,2,1224
272,469.37338,2,1224
273,469.37338,2,1224
274,469.37338,2,1224
275,469.37338,2,1224
276,469.37338,2,1224
277,469.37338,2,1224
278,469.37338,2,1224
279,469.37338,2,1224
280,469.37338,2,1224
281,469.37338,2,1224
282,469.37338,2,1224
283,469.37338,2,1224
284,469.37338,2,1224
285,469.37338,2,1224
286,469.37338,2,1224
287,469.37338,2,1224
288,469.37338,2,1224
289,469.37338,2,1224
290,469.37338,2,1224
291,469.37338,2,1224
292,469.37338,2,1224
293,469.37338,2,1224
294,469.37338,2,1224
295,469.37338,2,1224
296,469.37338,2,1224
297,469.37338,2,1224
298,469.37338,2,1224
299,469.37338,2,1224
300,469.37338,2,1224
301,469.37338,2,1224
302,469.37338,2,1224
303,469.37338,2,1224
304,469.37338,2,1224
305,469.37338,2,1224
306,469.37338,2,1224
307,469.37338,2,1224
308,469.37338,2,1224
309,469.37338,2,1224
310,469.37338,2,1224
311,469.37338,2,1224
312,469.37338,2,1224
313,469.37338,2,1224
314,469.37338,2,1224
315,469.37338,2,1224
316,469.37338,2,1224
317,469.37338,2,1224
318,469.37338,2,1224
319,469.37338,2,1224
320,469.37338,2,1224
321,469.37338,2,1224
322,469.37338,2,1224
323,469.37338,2,1224
324,469.37338,2,1224
325,469.37338,2,1224
326,469.37338,2,1224
327,469.37338,2,1224
328,469.37338,2,1224
329,469.37338,2,1224
330,504.31186,1,1224
331,504.31186,1,1224
332,504.31186,1,1224
333,504.31186,1,1224
334,504.31186,1,1224
335,504.31186,1,1224
336,504.31186,1,1224
337,504.31186,1,1224
338,504.31186,1,1224
339,504.31186,1,1224
340,504.31186,1,1224
341,504.31186,1,1224
342,504.31186,1,1224
343,504.31186,1,1224
344,504.31186,1,1224
345,504.31186,1,1224
346,504.31186,1,1224
347,504.31186,1,1224
348,504.31186,1,1224
349,504.31186,1,1224
350,504.31186,1,1224
351,504.31186,1,1224
352,504.31186,1,1224
353,504.31186,1,1224
354,504.31186,1,1224
355,504.31186,1,1224
356,504.31186,1,1224
357,504.31186,1,1224
358,504.31186,1,1224
359,504.31186,1,1224
360,504.31186,1,1224
361,504.31186,1,1224
362,504.31186,1,1224
363,504.31186,1,1224
364,504.31186,1,1224
365,504.31186,1,1224
366,504.31186,1,1224
367,504.31186,1,1224
368,504.31186,1,1224
369,504.31186,1,1224
370,504.31186,1,1224
371,504.31186,1,1224
372,504.31186,1,1224
373,504.31186,1,1224
374,504.31186,1,1224
375,504.31186,1,1224
376,504.31186,1,1224
377,504.31186,1,1224
378,504.31186,1,1224
379,504.31186,1,1224
380,504.31186,1,1224
381,504.31186,1,1224
382,504.31186,1,1224
383,504.31186,1,1224
384,504.31186,1,1224
385,504.31186,1,1224
386,504.31186,1,1224
387,504.31186,1,1224
388,504.31186,1,1224
389,504.31186,1,1224
390,504.31186,1,1224
391,504.31186,1,1224
392,504.31186,1,1224
393,504.31186,1,1224
394,504.31186,1,1224
395,504.31186,1,1224
396,504.31186,1,1224
397,504.31186,1,1224
398,504.31186,1,1224
399,504.31186,1,1224
400,504.31186,1,1224
401,504.31186,1,1224
402,504.31186,1,1224
403,504.31186,1,1224
404,504.31186,1,1224
405,504.31186,1,1224
406,504.31186,1,1224
407,504.31186,1,1224
408,504.31186,1,1224
409,504.31186,1,1224
410,504.31186,1,1224
411,504.31186,1,1224
412,504.31186,1,1224
413,504.31186,1,1224
414,742.7765,1,1224
415,742.7765,1,1224
416,742.7765,1,1224
417,742.7765,1,1224
418,742.7765,1,1224
419,742.7765,1,1224
420,742.7765,1,1224
421,742.7765,1,1224
422,742.7765,1,1224
423,742.7765,1,1224
424,742.7765,1,1224
425,742.7765,1,1224
426,742.7765,1,1224
427,742.7765,1,1224
428,742.7765,1,1224
429,742.7765,1,1224
430,742.7765,1,1224
431,742.7765,1,1224
432,742.7765,1,1224
433,742.7765,1,1224
434,742.7765,1,1224
435,742.7765,1,1224
436,742.7765,1,1224
437,742.7765,1,1224
438,742.7765,1,1224
439,742.7765,1,1224
440,742.7765,1,1224
441,742.7765,1,1224
442,742.7765,1,1224
443,742.7765,1,1224
444,742.7765,1,1224
445,742.7765,1,1224
446,742.7765,1,1224
447,742.7765,1,1224
448,742.7765,1,1224
449,742.7765,1,1224
450,742.7765,1,1224
451,742.7765,1,1224
452,742.7765,1,1224
453,742.7765,1,1224
454,742.7765,1,1224
455,742.7765,1,1224
456,742.7765,1,1224
457,742.7765,1,1224
458,742.7765,1,1224
459,742.7765,1,1224
460,742.7765,1,1224
461,742.7765,1,1224
462,742.7765,1,1224
463,742.7765,1,1224
464,742.7765,1,1224
465,742.7765,1,1224
466,742.7765,1,1224
467,742.7765,1,1224
468,742.7765,1,1224
469,742.7765,1,1224
470,742.7765,1,1224
471,742.7765,1,1224
472,742.7765,1,1224
473,742.7765,1,1224
474,742.7765,1,1224
475,742.7765,1,1224
476,742.7765,1,1224
477,742.7765,1,1224
478,742.7765,1,1224
479,742.7765,1,1224
480,742.7765,1,1224
481,742.7765,1,1224
482,742.7765,1,1224
483,742.7765,1,1224
484,742.7765,1,1224
485,742.7765,1,1224
486,742.7765,1,1224
487,742.7765,1,1224
488,484.5196,2,1224
489,484.5196,2,1224
490,484.5196,2,1224
491,484.5196,2,1224
492,484.5196,2,1224
493,484.5196,2,1224
494,484.5196,2,1224
495,484.5196,2,1224
496,484.5196,2,1224
497,484.5196,2,1224
498,484.5196,2,1224
499,484.5196,2,1224
500,484.5196,2,1224
501,484.5196,2,1224
502,484.5196,2,1224
503,484.5196,2,1224
504,484.5196,2,1224
