sample,relativeDensityError,localPressure,pressureAcceleration.X,pressureAcceleration.Y,viscosityAcceleration.X,viscosityAcceleration.Y,averageVelocity.X,averageVelocity.Y,CFL
0,-0.0016173719,0.19797665,0.0053856126,-0.0007525061,0,0,0.005385612,0.029247494,0.0014
1,-0.0016012787,0.21680485,0.004852029,-0.00067796,-7.074234E-05,-5.7166228E-05,0.010166899,0.05851237,0.0025
2,-0.0015723704,0.24807309,0.0039242976,-0.0005450423,-0.00012524458,-0.0001162122,0.013965951,0.087851115,0.0033
3,-0.0015365083,0.28315818,0.0027365608,-0.00037880926,-0.0001557549,-0.00017850884,0.016546758,0.117293805,0.0036
4,-0.0014999508,0.3089854,0.0015486875,-0.0002081099,-0.00016190077,-0.00024483274,0.017933544,0.14684086,0.0036
5,-0.0014690558,0.31463704,0.00058051274,-6.0179114E-05,-0.00015103466,-0.00031488665,0.018363023,0.1764658,0.0033
6,-0.0014483929,0.2983646,2.6639778E-05,-1.1089418E-06,-0.00013471341,-0.00038753435,0.018254949,0.20607716,0.0036
7,-0.0014398495,0.26345435,-8.718727E-05,-1.1552075E-06,-0.00012512143,-0.00046057982,0.01804264,0.23561542,0.0039
8,-0.0014422337,0.20139687,-0.00020611394,-1.1616386E-06,-0.00013009035,-0.0005323814,0.017706435,0.26508188,0.0041
9,-0.0014527638,0.18947196,-0.0016075912,-2.178038E-05,-0.00014623629,-0.00060243224,0.015952608,0.29445767,0.0043
10,-0.0014645854,0.198939,-0.0029016968,-0.00017579726,-0.00014980344,-0.00067021715,0.012901108,0.32361165,0.0044
11,-0.0014716386,0.21809882,-0.0038694763,-0.0004965292,-0.00013313313,-0.0007343218,0.0088984985,0.3523808,0.0045
12,-0.0014692544,0.245496,-0.0044384846,-0.0011519832,-9.501946E-05,-0.00079306925,0.004364995,0.38043576,0.0044
13,-0.0014543533,0.2803788,-0.004552156,-0.0019144763,-4.346827E-05,-0.00084256654,-0.00023062975,0.40767872,0.004
14,-0.0014260411,0.3206347,-0.004201606,-0.002556577,9.5160385E-06,-0.0008824649,-0.0044227196,0.43423966,0.0041
15,-0.00138551,0.36509255,-0.0034398218,-0.0030431931,5.3616677E-05,-0.0009164181,-0.0078089247,0.46028006,0.0044
16,-0.0013358394,0.4102826,-0.0023785932,-0.0033744436,8.09625E-05,-0.0009483917,-0.010106555,0.48595724,0.0046
17,-0.0012811024,0.48257473,-0.0011327564,-0.0035791998,8.799263E-05,-0.0009818942,-0.011151319,0.5113961,0.0049
18,-0.0012251735,0.5508694,4.5379285E-05,-0.0036990256,7.536542E-05,-0.0010192639,-0.011030574,0.53667784,0.0052
19,-0.0011714299,0.6256992,0.00029878586,-0.0037770078,4.940674E-05,-0.0010614521,-0.010682382,0.5618394,0.0055
20,-0.0011201699,0.70141625,0.0004966885,-0.003847923,2.8607004E-05,-0.0011081896,-0.010157087,0.58688325,0.0057
21,-0.0010719895,0.7586064,0.0006582363,-0.003931779,2.6971245E-05,-0.0011583741,-0.009471879,0.6117931,0.006
22,-0.001026988,0.8238861,0.0010247173,-0.0040344554,4.2570882E-05,-0.0012106715,-0.008404591,0.636548,0.0063
23,-0.0009845693,0.9006056,0.0018629421,-0.0041519366,5.919289E-05,-0.0012638909,-0.006482456,0.66113216,0.0065
24,-0.0009426474,0.9940978,0.0024725758,-0.00427777,6.300467E-05,-0.0013172551,-0.0039468757,0.68553716,0.0068
25,-0.00089853996,1.0813099,0.0027901623,-0.004406937,5.321741E-05,-0.0013703845,-0.0011034956,0.70975983,0.0071
26,-0.0008504589,1.1650043,0.0027905502,-0.00453759,3.227514E-05,-0.0014231849,0.0017193295,0.73379904,0.0074
27,-0.0007973114,1.2475921,0.002483066,-0.00467356,4.935592E-06,-0.0014756927,0.004207331,0.7576498,0.0076
28,-0.00073899823,1.3306828,0.0019092284,-0.004820936,-2.2810935E-05,-0.0015279198,0.0060937484,0.78130096,0.0079
29,-0.00067641336,1.4146129,0.0011494169,-0.004985466,-4.5171324E-05,-0.0015798109,0.0071979943,0.80473566,0.0082
30,-0.0006105502,1.4993502,0.0002774472,-0.0051697055,-5.7869504E-05,-0.0016312918,0.0074175717,0.8279347,0.0084
31,-0.0005427996,1.5933095,-0.00059210084,-0.005373879,-5.8738417E-05,-0.0016823336,0.006766733,0.8508785,0.0087
32,-0.00047445294,1.7118335,-0.00078111846,-0.0055908896,-4.842321E-05,-0.001733033,0.0059371907,0.8735545,0.009
33,-0.0004051129,1.8311894,-0.0008734299,-0.005816013,-3.729947E-05,-0.0017837862,0.0050264616,0.8959547,0.0093
34,-0.00033468008,1.9499255,-0.0008789344,-0.0060416195,-2.9598114E-05,-0.001834848,0.004117929,0.91807824,0.0095
35,-0.00026335317,2.068955,-0.0007999978,-0.0062603126,-2.747533E-05,-0.0018865239,0.0032904558,0.93993145,0.0098
36,-0.00019192694,2.1865578,-0.00064192025,-0.0064654076,-2.8203673E-05,-0.0019390726,0.002620332,0.96152693,0.0101
37,-0.000120798744,2.3019912,-0.00043169138,-0.0066536884,-2.9545228E-05,-0.0019926934,0.0021590954,0.9828806,0.0103
38,-5.016724E-05,2.428346,-0.00018303758,-0.006822706,-3.0283525E-05,-0.0020474985,0.0019457742,1.0040103,0.0106
39,1.9868214E-05,2.5602784,7.03739E-05,-0.006973201,-2.9644656E-05,-0.0021035117,0.0019865034,1.0249337,0.0109
40,8.940697E-05,2.698139,0.00030409952,-0.0071078795,-2.8729757E-05,-0.0021606172,0.0022618733,1.0456651,0.0112
41,0.00015825033,2.837745,0.0005044439,-0.007230905,-2.9192028E-05,-0.0022186849,0.0027371251,1.0662156,0.0114
42,0.00022659698,2.97879,0.0006410018,-0.0073477635,-3.0962965E-05,-0.0022776756,0.003347164,1.0865902,0.0117
43,0.0002946456,3.1228688,0.00065881736,-0.0074642077,-3.369216E-05,-0.0023375645,0.003972289,1.1067884,0.012
44,0.0003625949,3.268775,0.0006213879,-0.0075862035,-3.6437803E-05,-0.0023983358,0.0045572394,1.1268039,0.0122
45,0.00043094155,3.4161596,0.0005325652,-0.007717464,-3.9113318E-05,-0.0024599049,0.005050691,1.1466265,0.0125
46,0.00049988425,3.5655107,0.00039729584,-0.007859449,-4.162604E-05,-0.0025221035,0.005406361,1.1662449,0.0128
47,0.0005695224,3.7174087,0.00025153728,-0.0080116615,-4.359396E-05,-0.0025847119,0.005614304,1.1856486,0.0131
48,0.00063985586,3.8726737,5.9835205E-05,-0.008171783,-4.5062738E-05,-0.0026474788,0.0056290766,1.2048293,0.0133
49,0.0007107854,4.0317183,-0.00016511534,-0.008336297,-4.5539815E-05,-0.002710204,0.0054184217,1.2237828,0.0136
50,0.0007825096,4.1940236,-0.00036071768,-0.008502333,-4.4356486E-05,-0.0027731862,0.005013347,1.2425072,0.0139
51,0.0008550286,4.3591943,-0.00053188496,-0.008667055,-4.1634816E-05,-0.002836459,0.0044398275,1.2610037,0.0141
52,0.0009286403,4.52726,-0.00064266194,-0.008830549,-3.7552618E-05,-0.0028999462,0.003759613,1.2792733,0.0144
53,0.0010036428,4.698171,-0.0006916351,-0.008992746,-3.246487E-05,-0.002963567,0.003035513,1.2973169,0.0147
54,0.0010803342,4.8716846,-0.0006932719,-0.009154875,-2.6813863E-05,-0.0030272068,0.0023154272,1.3151349,0.0149
55,0.0011590123,5.048595,-0.0006073566,-0.009317138,-2.1133932E-05,-0.0030906864,0.0016869367,1.3327271,0.0152
56,0.0012399752,5.227528,-0.0004880562,-0.009480375,-1.6100386E-05,-0.0031537735,0.0011827801,1.3500929,0.0155
57,0.0013236204,5.409685,-0.0003292288,-0.0096439505,-1.182327E-05,-0.0032161213,0.00084172806,1.3672328,0.0157
58,0.0014103452,5.594564,-0.00013805197,-0.009805589,-8.933725E-06,-0.0032773518,0.0006947423,1.3841499,0.016
59,0.0015004475,5.781237,2.7271119E-05,-0.009963194,-7.4532713E-06,-0.0033370813,0.00071456016,1.4008496,0.0163
60,0.0015942255,5.9717526,0.00021187623,-0.010115365,-6.981478E-06,-0.003394936,0.00091945496,1.4173393,0.0166
61,0.0016922752,6.164389,0.00034215138,-0.010261578,-8.199519E-06,-0.0034505837,0.0012534069,1.4336271,0.0168
62,0.0017946957,6.359698,0.00043212235,-0.01040243,-1.0055917E-05,-0.003503725,0.0016754733,1.449721,0.0171
63,0.0019021828,6.5583477,0.00048095538,-0.010540952,-1.2599642E-05,-0.0035540897,0.0021438291,1.465626,0.0174
64,0.0020150342,6.75851,0.00044622016,-0.0106806625,-1.5842998E-05,-0.0036014037,0.0025742063,1.4813439,0.0176
65,0.0021337469,6.964979,0.0003968602,-0.010825639,-1.8516805E-05,-0.0036453784,0.0029525496,1.4968729,0.0179
66,0.0022588172,7.176211,0.0001725934,-0.010979281,-2.1568361E-05,-0.003685706,0.0031035747,1.5122079,0.0182
67,0.0023908415,7.398669,-0.00022289847,-0.0111440625,-2.2485356E-05,-0.003722048,0.0028581908,1.5273418,0.0184
68,0.0025307138,7.624721,-0.00067623827,-0.011321415,-1.970597E-05,-0.003754025,0.0021622465,1.5422664,0.0187
69,0.0026794274,7.854975,-0.0010900148,-0.011510951,-1.2692136E-05,-0.0037812833,0.0010595396,1.5569742,0.0189
70,0.0028375783,8.088411,-0.0014612022,-0.011710328,-1.4556334E-06,-0.0038035463,-0.00040311826,1.5714602,0.0192
71,0.0030057628,8.324592,-0.0017286096,-0.0119166225,1.2990667E-05,-0.0038206687,-0.0021187372,1.5857229,0.0195
